	composer	piece	title	annotator	meter	tempo	measure	beat	chord	altchord	cadence	pedal	numeral	form	figbass	changes	relativeroot	pedalend	phraseend	global_key	local_key
43	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	12	3.2	i				i						False	a	i
44	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	13	1	III64				III		64				False	a	i
45	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	13	2	V/III				V				III		False	a	i
46	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	13	3.2	V(42)/III				V			42	III		False	a	i
47	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	14	1.1	V/III				V				III		False	a	i
48	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	14	1.2	III				III						False	a	i
49	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	14	2	v6				v		6				False	a	i
50	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	15	1.1	V7/III				V		7		III		False	a	i
51	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	15	1.2	III				III						False	a	i
52	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	15	2	V/III				V				III		False	a	i
53	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	15	3	V(42)/III				V			42	III		False	a	i
54	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	16	1.1	V/III				V				III		False	a	i
55	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	16	1.2	V7/III				V		7		III		False	a	i
56	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	16	2	III\\		PAC		III						True	a	i
57	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	17	1	III				III						False	a	i
58	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	17	2	VI6				VI		6				False	a	i
59	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	17	3.2	VI				VI						False	a	i
60	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	18	1.1	v				v						False	a	i
61	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	18	1.2	V2				V		2				False	a	i
62	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	18	2	i6				i		6				False	a	i
63	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	18	3.2	i				i						False	a	i
64	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	19	1.1	v6				v		6				False	a	i
65	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	19	1.2	V43(7)/v				V		43	7	v		False	a	i
66	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	19	2	v				v						False	a	i
67	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	19	3	V/v				V				v		False	a	i
68	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	20	1	V\\		PAC		V						True	a	i
69	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	21	1	i6				i		6				False	a	i
70	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	21	2	iv64				iv		64				False	a	i
71	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	21	3.2	iv6				iv		6				False	a	i
72	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	22	1	i64				i		64				False	a	i
73	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	22	2	i6				i		6				False	a	i
74	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	22	3.2	i				i						False	a	i
75	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	23	1.1	i2				i		2				False	a	i
76	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	23	1.2	Ger6				Ger		6				False	a	i
77	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	23	2	i64				i		64				False	a	i
78	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	23	3	V7				V		7				False	a	i
79	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	24	1	i\\		PAC		i						True	a	i
80	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	25	1	III				III						False	a	i
81	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	25	2	VI6				VI		6				False	a	i
82	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	25	3.2	VI				VI						False	a	i
83	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	26	1.1	v				v						False	a	i
84	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	26	1.2	V2				V		2				False	a	i
85	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	26	2	i6				i		6				False	a	i
86	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	26	3.2	i				i						False	a	i
87	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	27	1.1	v6				v		6				False	a	i
88	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	27	1.2	V43(7)/v				V		43	7	v		False	a	i
89	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	27	2	v				v						False	a	i
90	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	27	3	V/v				V				v		False	a	i
91	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	28	1	V\\		PAC		V						True	a	i
92	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	29	1	i6				i		6				False	a	i
93	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	29	2	iv64				iv		64				False	a	i
94	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	29	3.2	iv6				iv		6				False	a	i
95	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	30	1	i64				i		64				False	a	i
96	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	30	2	i6				i		6				False	a	i
97	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	30	3.2	i				i						False	a	i
98	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	31	1.1	i2				i		2				False	a	i
99	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	31	1.2	Ger6				Ger		6				False	a	i
100	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	31	2	i64				i		64				False	a	i
101	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	31	3	V7				V		7				False	a	i
102	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	32	1	i	I\\	PAC		i						False	a	i
103	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	32	3	I				I						False	a	i
104	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	33	1	.I.@none				@none						False	a	I
105	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	33	2	V7				V		7				False	a	I
106	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	34	1.1	I	I			I						False	a	I
107	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	34	1.2	IM7				I	M	7				False	a	I
108	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	34	2	I(9)	I(9)			I			9			False	a	I
109	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	34	3	I				I						False	a	I
110	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	35	1	@none				@none						False	a	I
111	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	35	2	IV				IV						False	a	I
112	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	36	1.1	IV	IV			IV						False	a	I
113	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	36	1.2	I(#4)				I			#4			False	a	I
114	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	36	2	#iv%43	#iv%43			#iv	%	43				False	a	I
115	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	36	3	I				I						False	a	I
116	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	37	1.1	@none				@none						False	a	I
117	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	37	1.2	V7(#7)				V		7	#7			False	a	I
118	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	37	2	@none				@none						False	a	I
119	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	37	3	V7				V		7				False	a	I
120	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	38	1.1	I	I			I						False	a	I
121	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	38	1.2	#iv%43				#iv	%	43				False	a	I
122	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	38	2	#iv%7	#iv%7			#iv	%	7				False	a	I
123	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	38	3	I64				I		64				False	a	I
124	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	39	1.1	@none				@none						False	a	I
125	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	39	1.2	V7(#7)/V				V		7	#7	V		False	a	I
126	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	39	2	V9/V	V9/V			V		9		V		False	a	I
127	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	39	3	V7/V				V		7		V		False	a	I
128	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	40	1.1	@none				@none						False	a	I
129	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	40	1.2	#iv%43/V				#iv	%	43		V		False	a	I
130	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	40	2	V(6)	V(6)			V			6			False	a	I
131	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	40	3	V\\		HC		V						True	a	I
132	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	41	1	@none				@none						False	a	I
133	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	41	2	ii				ii						False	a	I
134	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	42	1.1	vi	vi			vi						False	a	I
135	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	42	1.2	vi(9)				vi			9			False	a	I
136	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	42	2	vi(4)	vi(4)			vi			4			False	a	I
137	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	42	3	vi				vi						False	a	I
138	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	43	1	@none				@none						False	a	I
139	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	43	2	IV				IV						False	a	I
140	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	44	1.1	IV	IV			IV						False	a	I
141	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	44	1.2	I(#4)				I			#4			False	a	I
142	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	44	2	#iv%43	#iv%43			#iv	%	43				False	a	I
143	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	44	3	I				I						False	a	I
144	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	45	1.1	@none				@none						False	a	I
145	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	45	1.2	V7(#7)				V		7	#7			False	a	I
146	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	45	2	V9	V9			V		9				False	a	I
147	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	45	3	V7				V		7				False	a	I
148	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	46	1.1	I	I			I						False	a	I
149	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	46	1.2	#iv%43				#iv	%	43				False	a	I
150	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	46	2	#iv%7	#iv%7			#iv	%	7				False	a	I
151	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	46	3	I64				I		64				False	a	I
152	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	47	1.1	@none				@none						False	a	I
153	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	47	1.2	I6				I		6				False	a	I
154	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	47	2	I(4)	I(4)			I			4			False	a	I
155	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	47	3	I6				I		6				False	a	I
156	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	48	1.1	@none				@none						False	a	I
157	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	48	1.2	I				I						False	a	I
158	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	48	2	I(9)	I(9)			I			9			False	a	I
159	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	48	3	I\\		IAC		I						True	a	I
160	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	49	1	@none				@none						False	a	I
161	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	49	2	iii				iii						False	a	I
162	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	50	1.1	V/iii	V/iii			V				iii		False	a	I
163	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	50	1.2	V7/iii				V		7		iii		False	a	I
164	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	50	2	V9/iii	V9/iii			V		9		iii		False	a	I
165	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	50	3	V7/iii				V		7		iii		False	a	I
166	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	51	1	@none				@none						False	a	I
167	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	51	2	iii				iii						False	a	I
168	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	52	1.1	@none				@none						False	a	I
169	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	52	1.2	v/iii				v				iii		False	a	I
170	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	52	2	V(b9)/iii	V(b9)/iii			V			b9	iii		False	a	I
171	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	52	3	v/iii	vii			v				iii		False	a	I
172	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	53	1	@none				@none						False	a	I
173	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	53	2	I				I						False	a	I
174	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	54	1.1	V	V			V						False	a	I
175	Frédéric Chopin	bi.134	 Mazurka in A minor, BI 134 (1840)	Wendelin Bitzan	3/4	Allegretto	54	1.2	V				V						False	a	I
