mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
161	159	1/4	1/4	3/4	1	1	vi6/VII	c#	i		vi6/VII		vi		6		VII			m	1	1	-2, 2, 1		1	-2
162	160	0	0	3/4	1	1	iio64/bII	c#	i		iio64/bII		ii	o	64		bII			o	1	1	-9, -3, -6		-3	-9
162	160	1/8	1/8	3/4	1	1	iv65/bII	c#	i		iv65/bII		iv		65		bII			mm7	1	1	-9, -5, -8, -6		-6	-9
162	160	1/4	1/4	3/4	1	1	V7(6b2)/bII	c#	i		V7(6b2)/bII		V		7	6b2	bII			Mm7	1	1	-9, 0, -1, -6		-4	-9
162	160	1/2	1/2	3/4	1	1	V7/bII	c#	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
163	161	0	0	3/4	1	1	.bII	c#	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
163	161	1/8	1/8	3/4	1	1	vi6/bII	c#	i		vi6/bII		vi		6		bII			m	1	1	-5, -1, -2		-2	-5
163	161	1/4	1/4	3/4	1	1	iio64/bIV	c#	i		iio64/bIV		ii	o	64		bIV			o	1	1	-12, -6, -9		-6	-12
163	161	1/2	1/2	3/4	1	1	V/bIV	c#	i		V/bIV		V				bIV			M	1	1	-7, -3, -6		-7	-7
164	162	0	0	3/4	1	1	.bIV	c#	i		bIV		bIV							M	1	1	-8, -4, -7		-8	-8
164	162	1/8	1/8	3/4	1	1	vi6/bIV	c#	i		vi6/bIV		vi		6		bIV			m	1	1	-8, -4, -5		-5	-8
164	162	1/4	1/4	3/4	1	1	iio64/V	c#	i		iio64/V		ii	o	64		V			o	1	1	-3, 3, 0		3	-3
164	162	1/2	1/2	3/4	1	1	V/V	c#	i		V/V		V				V			M	1	1	2, 6, 3		2	2
165	163	0	0	3/4	1	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
165	163	1/8	1/8	3/4	1	1	vi6/V	c#	i		vi6/V		vi		6		V			m	1	1	1, 5, 4		4	1
165	163	1/4	1/4	3/4	1	1	iio64/VII	c#	i		iio64/VII		ii	o	64		VII			o	1	1	-6, 0, -3		0	-6
165	163	1/2	1/2	3/4	1	1	V/VII	c#	i		V/VII		V				VII			M	1	1	-1, 3, 0		-1	-1
166	164	0	0	3/4	1	1	VII	c#	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
166	164	1/8	1/8	3/4	1	1	vi6/VII	c#	i		vi6/VII		vi		6		VII			m	1	1	-2, 2, 1		1	-2
166	164	1/4	1/4	3/4	1	1	iio64/bII	c#	i		iio64/bII		ii	o	64		bII			o	1	1	-9, -3, -6		-3	-9
166	164	1/2	1/2	3/4	1	1	V7/bII	c#	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
167	165	0	0	3/4	1	1	.bII	c#	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
168	166	0	0	3/4	1	1	iio64/bIV	c#	i		iio64/bIV		ii	o	64		bIV			o	1	1	-12, -6, -9		-6	-12
168	166	1/8	1/8	3/4	1	1	.Ger6/bIV	c#	i		Ger6/bIV	Ger	vii	o	65	b3	V/bIV			Ger	1	1	-12, -8, -11, -2		-2	-12
168	166	1/4	1/4	3/4	1	1	V(64)/bIV	c#	i		V(64)/bIV		V			64	bIV			M	1	1	-7, -8, -4		-7	-7
168	166	1/2	1/2	3/4	1	1	V7/bIV	c#	i		V7/bIV		V		7		bIV			Mm7	1	1	-7, -3, -6, -9		-7	-7
169	167	0	0	3/4	1	1	.bIV	c#	i		bIV		bIV							M	1	1	-8, -4, -7		-8	-8
169	167	1/4	1/4	3/4	1	1	vi6/bIV	c#	i		vi6/bIV		vi		6		bIV			m	1	1	-8, -4, -5		-5	-8
170	168	0	0	3/4	1	1	iio64/V	c#	i		iio64/V		ii	o	64		V			o	1	1	-3, 3, 0		3	-3
170	168	1/8	1/8	3/4	1	1	iv65/V	c#	i		iv65/V		iv		65		V			mm7	1	1	-3, 1, -2, 0		0	-3
170	168	1/4	1/4	3/4	1	1	V7(6b2)/V	c#	i		V7(6b2)/V		V		7	6b2	V			Mm7	1	1	-3, 6, 5, 0		2	-3
170	168	1/2	1/2	3/4	1	1	V7/V	c#	i		V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
171	169	0	0	3/4	1	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
171	169	1/8	1/8	3/4	1	1	vi6/V	c#	i		vi6/V		vi		6		V			m	1	1	1, 5, 4		4	1
171	169	1/4	1/4	3/4	1	1	iio64/VII	c#	i		iio64/VII		ii	o	64		VII			o	1	1	-6, 0, -3		0	-6
171	169	1/2	1/2	3/4	1	1	V/VII	c#	i		V/VII		V				VII			M	1	1	-1, 3, 0		-1	-1
172	170	0	0	3/4	1	1	VII	c#	i		VII		VII							M	1	1	-2, 2, -1		-2	-2
172	170	1/8	1/8	3/4	1	1	vi6/VII	c#	i		vi6/VII		vi		6		VII			m	1	1	-2, 2, 1		1	-2
172	170	1/4	1/4	3/4	1	1	iio64/bII	c#	i		iio64/bII		ii	o	64		bII			o	1	1	-9, -3, -6		-3	-9
172	170	1/2	1/2	3/4	1	1	V/bII	c#	i		V/bII		V				bII			M	1	1	-4, 0, -3		-4	-4
173	171	0	0	3/4	1	1	.bII	c#	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
173	171	1/8	1/8	3/4	1	1	vi6/bII	c#	i		vi6/bII		vi		6		bII			m	1	1	-5, -1, -2		-2	-5
173	171	1/4	1/4	3/4	1	1	viio65/VII	c#	i		viio65/VII		vii	o	65		VII			o7	1	1	0, -3, -6, 3		3	0
173	171	1/2	1/2	3/4	1	1	iio6/VII	c#	i		iio6/VII		ii	o	6		VII			o	1	1	-3, -6, 0		0	-3
174	172	0	0	3/4	1	1	VII6	c#	i		VII6		VII		6					M	1	1	2, -1, -2		-2	2
174	172	1/4	1/4	3/4	1	1	#viio43	c#	i		#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
174	172	1/2	1/2	3/4	1	1	.It	c#	i		It	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
175	173	0	0	3/4	1	1	V(64)	c#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
176	174	0	0	3/4	1	1	V2	c#	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
177	175	0	0	3/4	1	1	i6	c#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
178	176	0	0	3/4	1	1	V43	c#	i		V43		V		43					Mm7	1	1	2, -1, 1, 5		1	2
179	177	0	0	3/4	1	1	V(64)	c#	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
182	180	1/2	1/2	3/4	1	1	V7	c#	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
183	181	0	0	3/4	1	1	i[i}{	c#	i	i	i		i						}{	m	1	1	0, -3, 1		0	0
184	182	0	0	3/4	1	1	ii%2	c#	i	i	ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
184	182	1/4	1/4	3/4	1	1	V	c#	i	i	V		V							M	1	1	1, 5, 2		1	1
184	182	5/8	5/8	3/4	1	1	V2	c#	i	i	V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
185	183	0	0	3/4	1	1	i	c#	i	i	i		i							m	1	1	0, -3, 1		0	0
186	184	0	0	3/4	1	1	ii%2	c#	i	i	ii%2		ii	%	2					%7	1	1	0, 2, -1, -4		2	0
186	184	1/4	1/4	3/4	1	1	V	c#	i	i	V		V							M	1	1	1, 5, 2		1	1
186	184	5/8	5/8	3/4	1	1	V2	c#	i	i	V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
187	185	0	0	3/4	1	1	i]	c#	i	i	i		i							m	1	1	0, -3, 1		0	0
187	185	1/4	1/4	3/4	1	1	i64	c#	i		i64		i		64					m	1	1	1, 0, -3		0	1
187	185	1/2	1/2	3/4	1	1	iv6	c#	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
187	185	5/8	5/8	3/4	1	1	i64	c#	i		i64		i		64					m	1	1	1, 0, -3		0	1
188	186	0	0	3/4	1	1	ii%7	c#	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
188	186	1/4	1/4	3/4	1	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
188	186	5/8	5/8	3/4	1	1	V2	c#	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
189	187	0	0	3/4	1	1	i6	c#	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
189	187	1/4	1/4	3/4	1	1	i64	c#	i		i64		i		64					m	1	1	1, 0, -3		0	1
189	187	1/2	1/2	3/4	1	1	iv6	c#	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
189	187	5/8	5/8	3/4	1	1	i64	c#	i		i64		i		64					m	1	1	1, 0, -3		0	1
190	188	0	0	3/4	1	1	ii%7	c#	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
190	188	1/4	1/4	3/4	1	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
190	188	1/2	1/2	3/4	1	1	V(6)	c#	i		V(6)		V			6				M	1	1	1, 5, -3		1	1
191	189	0	0	3/4	1	1	i}	c#	i		i		i						}	m	1	1	0, -3, 1		0	0
193	191	11/16	11/16	3/4	1	1	V	c#	i		V		V							M	1	1	1, 5, 2		1	1
194	192	1/4	1/4	3/4	1	1	i	c#	i		i		i							m	1	1	0, -3, 1		0	0
