mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
45	44	1/2	1/2	3/4	2	1	I/IV|PAC}					c#	I		I/IV		I				IV	PAC	}	M	1	0	6, 10, 7		6.0	6.0	4	0	1.0	1.0	0.0	1.0
46	45	0	0	3/4	2	1	V7(9)/IV{					c#	I		V7(9)/IV		V		7	9	IV		{	Mm7	1	0	7, 11, 8, 5	9	7.0	7.0	6	0	1.0	1.3125	0.0	1.0
46	45	1/2	1/2	3/4	2	1	I6/IV					c#	I		I6/IV		I		6		IV			M	1	0	10, 7, 6		6.0	10.0	4	0	1.0	1.0	0.0	1.0
47	46	0	0	3/4	2	1	V7/IV					c#	I		V7/IV		V		7		IV			Mm7	1	0	7, 11, 8, 5		7.0	7.0	7	0	1.0	1.75	0.0	1.0
47	46	1/2	1/2	3/4	2	1	IV					c#	I		IV		IV							M	1	0	6, 10, 7		6.0	6.0	3	0	1.0	0.75	0.0	1.0
48	47	0	0	3/4	2	1	ii					c#	I		ii		ii							m	1	0	9, 6, 10		9.0	9.0	4	0	1.0	1.0	0.0	1.0
48	47	1/4	1/4	3/4	2	1	V7/v					c#	I		V7/v		V		7		v			Mm7	1	0	9, 13, 10, 7		9.0	9.0	4	0	1.0	1.0	0.0	1.0
48	47	1/2	1/2	3/4	2	1	v					c#	I		v		v							m	1	0	8, 5, 9		8.0	8.0	3	0	1.0	0.75	0.0	1.0
49	48	0	0	3/4	2	1	V7/bVI}					c#	I		V7/bVI		V		7		bVI		}	Mm7	1	0	4, 8, 5, 2		4.0	4.0	1	10	0.09090909090909091	0.1875	3.0625	0.057692307692307696
50	49	0	0	3/4	2	1	i.It6(6){					c#	i		It6(6)	It	vii	o	6	6b3	V		{	It	1	1	3, 9, 13		13.0	3.0	2	1	0.6666666666666666	0.5	0.25	0.6666666666666666
50	49	1/4	1/4	3/4	2	1	Ger6					c#	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	3, 7, 4, 13		13.0	3.0	1	3	0.25	0.25	0.875	0.2222222222222222
50	49	1/2	1/2	3/4	2	1	Fr6					c#	i		Fr6	Fr	V		43	b5	V			Fr	1	1	3, 7, 9, 13		9.0	3.0	1	3	0.25	0.25	0.625	0.2857142857142857
51	50	0	0	3/4	2	1	V(4)					c#	i		V(4)		V			4				M	1	1	8, 7, 9		8.0	8.0	1	2	0.3333333333333333	0.0625	0.4375	0.125
51	50	1/4	1/4	3/4	2	1	V7					c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	0	4	0.0	0.0	1.0	0.0
51	50	1/2	1/2	3/4	2	1	V7(94)					c#	i		V7(94)		V		7	94				Mm7	1	1	8, 7, 9, 6	3	8.0	8.0	1	4	0.2	0.125	0.875	0.125
52	51	0	0	3/4	2	1	V7					c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	1	8	0.1111111111111111	0.125	2.125	0.05555555555555555
53	52	0	0	3/4	2	1	i(9)					c#	i		i(9)		i			9				m	1	1	7, 4, 8	9	7.0	7.0	0	2	0.0	0.0	0.4375	0.0
53	52	3/16	3/16	3/4	2	1	i					c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	2	5	0.2857142857142857	0.25	1.0625	0.19047619047619047
54	53	0	0	3/4	2	1	i6					c#	i		i6		i		6					m	1	1	4, 8, 7		7.0	4.0	1	9	0.1	0.125	2.375	0.05
55	54	0	0	3/4	2	1	V7/V					c#	i		V7/V		V		7		V			Mm7	1	1	9, 13, 10, 7		9.0	9.0	2	9	0.18181818181818182	0.25	2.25	0.1
56	55	0	0	3/4	2	1	V7					c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	0	10	0.0	0.0	2.5	0.0
57	56	0	0	3/4	2	1	i}					c#	i		i		i						}	m	1	1	7, 4, 8		7.0	7.0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
57	56	1/2	1/2	3/4	2	1	Ger7					c#	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	13, 3, 7, 4		13.0	13.0	1	4	0.2	0.125	0.875	0.125
58	57	0	0	3/4	2	1	i{					c#	i		i		i						{	m	1	1	7, 4, 8		7.0	7.0	1	9	0.1	0.125	2.375	0.05
59	58	0	0	3/4	2	1	V43					c#	i		V43		V		43					Mm7	1	1	9, 6, 8, 12		8.0	9.0	3	9	0.25	0.375	2.125	0.15
60	59	0	0	3/4	2	1	V65					c#	i		V65		V		65					Mm7	1	1	12, 9, 6, 8		8.0	12.0	1	9	0.1	0.125	2.375	0.05
61	60	0	0	3/4	2	1	V2(2)/iv					c#	i		V2(2)/iv		V		2	2	iv			Mm7	1	1	5, 2, 11, 8		7.0	5.0	1	1	0.5	0.1875	0.25	0.42857142857142855
61	60	3/16	3/16	3/4	2	1	V2/iv					c#	i		V2/iv		V		2		iv			Mm7	1	1	5, 7, 11, 8		7.0	5.0	0	7	0.0	0.0	1.8125	0.0
62	61	0	0	3/4	2	1	IV6					c#	i		IV6		IV		6					M	1	1	10, 7, 6		6.0	10.0	1	6	0.14285714285714285	0.125	1.375	0.08333333333333333
62	61	1/2	1/2	3/4	2	1	iv6					c#	i		iv6		iv		6					m	1	1	3, 7, 6		6.0	3.0	1	2	0.3333333333333333	0.125	0.375	0.25
63	62	0	0	3/4	2	1	Ger6					c#	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	3, 7, 4, 13		13.0	3.0	1	7	0.125	0.125	1.5	0.07692307692307693
64	63	0	0	3/4	2	1	V(64)					c#	i		V(64)		V			64				M	1	1	8, 7, 4		8.0	8.0	2	6	0.25	0.25	1.25	0.16666666666666666
64	63	1/2	1/2	3/4	2	1	V7					c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	1	4	0.2	0.125	0.875	0.125
65	64	0	0	3/4	2	1	i|PAC}					c#	i		i		i					PAC	}	m	1	1	7, 4, 8		7.0	7.0	0	8	0.0	0.0	2.0	0.0
66	65	0	0	3/4	2	1	i6{					c#	i		i6		i		6				{	m	1	1	4, 8, 7		7.0	4.0	1	8	0.1111111111111111	0.125	2.125	0.05555555555555555
67	66	0	0	3/4	2	1	V7/V					c#	i		V7/V		V		7		V			Mm7	1	1	9, 13, 10, 7		9.0	9.0	2	9	0.18181818181818182	0.25	2.25	0.1
68	67	0	0	3/4	2	1	V7					c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	0	12	0.0	0.0	3.0	0.0
69	68	0	0	3/4	2	1	i					c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	3	6	0.3333333333333333	0.375	1.125	0.25
69	68	1/2	1/2	3/4	2	1	Ger7					c#	i		Ger7	Ger	vii	o	7	b3	V			Ger	1	1	13, 3, 7, 4		13.0	13.0	1	4	0.2	0.125	0.875	0.125
70	69	0	0	3/4	2	1	i(7)					c#	i		i(7)		i			7				m	1	1	7, 4, 8	5	7.0	7.0	1	3	0.25	0.125	0.625	0.16666666666666666
70	69	1/4	1/4	3/4	2	1	i					c#	i		i		i							m	1	1	7, 4, 8		7.0	7.0	1	6	0.14285714285714285	0.125	1.625	0.07142857142857142
71	70	0	0	3/4	2	1	V43					c#	i		V43		V		43					Mm7	1	1	9, 6, 8, 12		8.0	9.0	5	10	0.3333333333333333	0.625	2.125	0.22727272727272727
72	71	0	0	3/4	2	1	V65					c#	i		V65		V		65					Mm7	1	1	12, 9, 6, 8		8.0	12.0	3	8	0.2727272727272727	0.375	2.125	0.15
73	72	0	0	3/4	2	1	V2/iv					c#	i		V2/iv		V		2		iv			Mm7	1	1	5, 7, 11, 8		7.0	5.0	2	8	0.2	0.25	2.0	0.1111111111111111
74	73	0	0	3/4	2	1	IV6					c#	i		IV6		IV		6					M	1	1	10, 7, 6		6.0	10.0	2	8	0.2	0.25	1.75	0.125
74	73	1/2	1/2	3/4	2	1	iv6					c#	i		iv6		iv		6					m	1	1	3, 7, 6		6.0	3.0	1	4	0.2	0.125	0.875	0.125
75	74	0	0	3/4	2	1	It6					c#	i		It6	It	vii	o	6	b3	V			It	1	1	3, 7, 13		13.0	3.0	2	8	0.2	0.25	1.625	0.13333333333333333
76	75	0	0	3/4	2	1	V(64)					c#	i		V(64)		V			64				M	1	1	8, 7, 4		8.0	8.0	2	6	0.25	0.25	1.25	0.16666666666666666
76	75	1/2	1/2	3/4	2	1	V7					c#	i		V7		V		7					Mm7	1	1	8, 12, 9, 6		8.0	8.0	1	3	0.25	0.125	0.625	0.16666666666666666
77	76	0	0	3/4	2	1	i|PAC}					c#	i		i		i					PAC	}	m	1	1	7, 4, 8		7.0	7.0	0	6	0.0	0.0	1.5	0.0
