mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
25	23	1/2	1/2	3/4	2	1	V7(6)		Bb	I		V7(6)	V		7	6				Mm7	0	0	-1, 3, 2, -3		-1.0	-1.0	0	5	0.0	0.0	1.0	0.0
26	24	0	0	3/4	2	1	I|PAC}	1.0	Bb	I		I	I					PAC	}	M	0	0	-2, 2, -1		-2.0	-2.0	0	9	0.0	0.0	2.25	0.0
27	24	0	0	3/4	2	1	I|PAC}	2.0	Bb	I		I	I					PAC	}	M	0	0	-2, 2, -1		-2.0	-2.0	0	8	0.0	0.0	2.0	0.0
28	24	0	1/2	3/4	2	1	IV.I[I{		Bb	IV	I	I	I						{	M	0	0	-3, 1, -2		-3.0	-3.0	3	10	0.23076923076923078	0.3125	2.375	0.11627906976744186
30	26	0	0	3/4	2	1	IV		Bb	IV	I	IV	IV							M	0	0	-4, 0, -3		-4.0	-4.0	0	3	0.0	0.0	0.4375	0.0
30	26	1/4	1/4	3/4	2	1	V7		Bb	IV	I	V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	0	8	0.0	0.0	2.0	0.0
31	27	0	0	3/4	2	1	I		Bb	IV	I	I	I							M	0	0	-3, 1, -2		-3.0	-3.0	3	10	0.23076923076923078	0.3125	2.125	0.1282051282051282
32	28	0	0	3/4	2	1	IV		Bb	IV	I	IV	IV							M	0	0	-4, 0, -3		-4.0	-4.0	0	3	0.0	0.0	0.4375	0.0
32	28	1/4	1/4	3/4	2	1	V7		Bb	IV	I	V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	0	4	0.0	0.0	1.0	0.0
32	28	1/2	1/2	3/4	2	1	I		Bb	IV	I	I	I							M	0	0	-3, 1, -2		-3.0	-3.0	0	3	0.0	0.0	0.75	0.0
33	29	0	0	3/4	2	1	I		Bb	IV	I	I	I							M	0	0	-3, 1, -2		-3.0	-3.0	3	12	0.2	0.375	2.375	0.13636363636363635
34	30	0	0	3/4	2	1	vii%7		Bb	IV	I	vii%7	vii	%	7					%7	0	0	2, -1, -4, 0		2.0	2.0	1	4	0.2	0.25	0.5	0.3333333333333333
34	30	1/4	1/4	3/4	2	1	V7		Bb	IV	I	V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	0	4	0.0	0.0	1.0	0.0
34	30	1/2	1/2	3/4	2	1	I		Bb	IV	I	I	I							M	0	0	-3, 1, -2		-3.0	-3.0	4	13	0.23529411764705882	0.5	2.75	0.15384615384615385
36	32	0	0	3/4	2	1	IV		Bb	IV	I	IV	IV							M	0	0	-4, 0, -3		-4.0	-4.0	1	4	0.2	0.0625	0.5625	0.1
36	32	1/4	1/4	3/4	2	1	V7		Bb	IV	I	V7	V		7					Mm7	0	0	-2, 2, -1, -4		-2.0	-2.0	0	4	0.0	0.0	1.0	0.0
36	32	1/2	1/2	3/4	2	1	I]|PAC}		Bb	IV	I	I	I					PAC	}	M	0	0	-3, 1, -2		-3.0	-3.0	0	3	0.0	0.0	0.75	0.0
