mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
52	49	1/4	1/4	3/4	2	1	V7		Ab	#V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	8	0.0	0.0	2.0	0.0
53	50	0	0	3/4	2	1	I		Ab	#V		I	I							M	0	0	4, 8, 5		4.0	4.0	0	10	0.0	0.0	2.1875	0.0
54	51	0	0	3/4	2	1	V(64)/iii		Ab	#V		V(64)/iii	V			64	iii			M	0	0	9, 8, 5		9.0	9.0	1	4	0.2	0.0625	0.9375	0.0625
54	51	1/4	1/4	3/4	2	1	V/iii		Ab	#V		V/iii	V				iii			M	0	0	9, 13, 10		9.0	9.0	0	4	0.0	0.0	1.125	0.0
54	51	1/2	1/2	3/4	2	1	V7/iii		Ab	#V		V7/iii	V		7		iii			Mm7	0	0	9, 13, 10, 7		9.0	9.0	0	4	0.0	0.0	0.875	0.0
55	52	0	0	3/4	2	1	iii		Ab	#V		iii	iii							m	0	0	8, 5, 9		8.0	8.0	1	11	0.08333333333333333	0.0625	2.375	0.02564102564102564
56	53	1/4	1/4	3/4	2	1	ii%43/V		Ab	#V		ii%43/V	ii	%	43		V			%7	0	0	1, 5, 7, 4		7.0	1.0	0	4	0.0	0.0	1.125	0.0
56	53	1/2	1/2	3/4	2	1	V7/V		Ab	#V		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	0	4	0.0	0.0	0.875	0.0
57	54	0	0	3/4	2	1	V		Ab	#V		V	V							M	0	0	5, 9, 6		5.0	5.0	0	3	0.0	0.0	0.5	0.0
57	54	1/4	1/4	3/4	2	1	V7		Ab	#V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	1	7	0.125	0.125	1.875	0.0625
58	55	0	0	3/4	2	1	V(64)		Ab	#V		V(64)	V			64				M	0	0	5, 4, 8		5.0	5.0	0	2	0.0	0.0	0.25	0.0
58	55	1/4	1/4	3/4	2	1	V7		Ab	#V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	8	0.0	0.0	2.0	0.0
59	56	0	0	3/4	2	1	I}		Ab	#V		I	I						}	M	0	0	4, 8, 5		4.0	4.0	0	7	0.0	0.0	1.4375	0.0
61	57	0	0	3/4	2	1	V7(4)/V		Ab	#V		V7(4)/V	V		7	4	V			Mm7	0	0	6, 5, 7, 4		6.0	6.0	2	8	0.2	0.16666666666666666	1.8333333333333333	0.08333333333333333
61	57	1/2	1/2	3/4	2	1	V7/V		Ab	#V		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	3	13	0.1875	0.25	2.75	0.08333333333333333
62	58	1/2	1/2	3/4	2	1	I64/V		Ab	#V		I64/V	I		64		V			M	0	0	6, 5, 9		5.0	6.0	0	4	0.0	0.0	1.0	0.0
63	59	0	0	3/4	2	1	V7(4)/V		Ab	#V		V7(4)/V	V		7	4	V			Mm7	0	0	6, 5, 7, 4		6.0	6.0	3	8	0.2727272727272727	0.22916666666666666	1.7708333333333333	0.11458333333333333
63	59	1/2	1/2	3/4	2	1	V7/V		Ab	#V		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	2	9	0.18181818181818182	0.16666666666666666	1.5833333333333333	0.09523809523809523
64	60	1/4	1/4	3/4	2	1	I64/V		Ab	#V		I64/V	I		64		V			M	0	0	6, 5, 9		5.0	6.0	0	7	0.0	0.0	2.0	0.0
65	61	0	0	3/4	2	1	V7(4)/V		Ab	#V		V7(4)/V	V		7	4	V			Mm7	0	0	6, 5, 7, 4		6.0	6.0	2	8	0.2	0.16666666666666666	1.8333333333333333	0.08333333333333333
65	61	1/2	1/2	3/4	2	1	V7/V		Ab	#V		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	3	13	0.1875	0.25	2.75	0.08333333333333333
66	62	1/2	1/2	3/4	2	1	I64/V		Ab	#V		I64/V	I		64		V			M	0	0	6, 5, 9		5.0	6.0	0	4	0.0	0.0	1.0	0.0
67	63	0	0	3/4	2	1	V7(4)/V		Ab	#V		V7(4)/V	V		7	4	V			Mm7	0	0	6, 5, 7, 4		6.0	6.0	3	8	0.2727272727272727	0.22916666666666666	1.7708333333333333	0.11458333333333333
67	63	1/2	1/2	3/4	2	1	V7/V		Ab	#V		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	2	9	0.18181818181818182	0.16666666666666666	1.5833333333333333	0.09523809523809523
68	64	1/4	1/4	3/4	2	1	I/V}		Ab	#V		I/V	I				V		}	M	0	0	5, 9, 6		5.0	5.0	0	4	0.0	0.0	1.0	0.0
69	65	0	0	3/4	2	1	V(64){		Ab	#V		V(64)	V			64			{	M	0	0	5, 4, 8		5.0	5.0	1	1	0.5	0.0625	0.1875	0.25
69	65	1/4	1/4	3/4	2	1	V7		Ab	#V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	8	0.0	0.0	2.0	0.0
70	66	0	0	3/4	2	1	I		Ab	#V		I	I							M	0	0	4, 8, 5		4.0	4.0	0	10	0.0	0.0	2.1875	0.0
71	67	0	0	3/4	2	1	V(64)/iii		Ab	#V		V(64)/iii	V			64	iii			M	0	0	9, 8, 5		9.0	9.0	1	4	0.2	0.0625	0.9375	0.0625
71	67	1/4	1/4	3/4	2	1	V/iii		Ab	#V		V/iii	V				iii			M	0	0	9, 13, 10		9.0	9.0	0	4	0.0	0.0	1.125	0.0
71	67	1/2	1/2	3/4	2	1	V7/iii		Ab	#V		V7/iii	V		7		iii			Mm7	0	0	9, 13, 10, 7		9.0	9.0	0	4	0.0	0.0	0.875	0.0
72	68	0	0	3/4	2	1	iii		Ab	#V		iii	iii							m	0	0	8, 5, 9		8.0	8.0	1	11	0.08333333333333333	0.0625	2.375	0.02564102564102564
73	69	1/4	1/4	3/4	2	1	ii%43/V		Ab	#V		ii%43/V	ii	%	43		V			%7	0	0	1, 5, 7, 4		7.0	1.0	0	4	0.0	0.0	1.125	0.0
73	69	1/2	1/2	3/4	2	1	V7/V		Ab	#V		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	0	4	0.0	0.0	0.875	0.0
74	70	0	0	3/4	2	1	V		Ab	#V		V	V							M	0	0	5, 9, 6		5.0	5.0	0	3	0.0	0.0	0.5	0.0
74	70	1/4	1/4	3/4	2	1	V7		Ab	#V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	4	0.0	0.0	1.0	0.0
74	70	1/2	1/2	3/4	2	1	V7(9)		Ab	#V		V7(9)	V		7	9				Mm7	0	0	5, 9, 6, 3	7	5.0	5.0	0	4	0.0	0.0	1.0	0.0
75	71	0	0	3/4	2	1	V(64)		Ab	#V		V(64)	V			64				M	0	0	5, 4, 8		5.0	5.0	0	3	0.0	0.0	0.5	0.0
75	71	1/4	1/4	3/4	2	1	V7}		Ab	#V		V7	V		7				}	Mm7	0	0	5, 9, 6, 3		5.0	5.0	2	21	0.08695652173913043	0.25	4.25	0.05555555555555555
77	73	0	0	3/4	2	1	V(64){		Ab	#V		V(64)	V			64			{	M	0	0	5, 4, 8		5.0	5.0	1	1	0.5	0.125	0.125	0.5
77	73	1/4	1/4	3/4	2	1	V7		Ab	#V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	8	0.0	0.0	2.0	0.0
78	74	0	0	3/4	2	1	I		Ab	#V		I	I							M	0	0	4, 8, 5		4.0	4.0	0	10	0.0	0.0	2.1875	0.0
79	75	0	0	3/4	2	1	V(64)/iii		Ab	#V		V(64)/iii	V			64	iii			M	0	0	9, 8, 5		9.0	9.0	1	4	0.2	0.0625	0.9375	0.0625
79	75	1/4	1/4	3/4	2	1	V/iii		Ab	#V		V/iii	V				iii			M	0	0	9, 13, 10		9.0	9.0	0	4	0.0	0.0	1.125	0.0
79	75	1/2	1/2	3/4	2	1	V7/iii		Ab	#V		V7/iii	V		7		iii			Mm7	0	0	9, 13, 10, 7		9.0	9.0	0	4	0.0	0.0	0.875	0.0
80	76	0	0	3/4	2	1	iii		Ab	#V		iii	iii							m	0	0	8, 5, 9		8.0	8.0	1	11	0.08333333333333333	0.0625	2.375	0.02564102564102564
81	77	1/4	1/4	3/4	2	1	ii%43/V		Ab	#V		ii%43/V	ii	%	43		V			%7	0	0	1, 5, 7, 4		7.0	1.0	0	4	0.0	0.0	1.125	0.0
81	77	1/2	1/2	3/4	2	1	V7/V		Ab	#V		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6.0	6.0	0	4	0.0	0.0	0.875	0.0
82	78	0	0	3/4	2	1	V		Ab	#V		V	V							M	0	0	5, 9, 6		5.0	5.0	0	3	0.0	0.0	0.5	0.0
82	78	1/4	1/4	3/4	2	1	V7		Ab	#V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	1	7	0.125	0.125	1.875	0.0625
83	79	0	0	3/4	2	1	V(64)		Ab	#V		V(64)	V			64				M	0	0	5, 4, 8		5.0	5.0	0	2	0.0	0.0	0.25	0.0
83	79	1/4	1/4	3/4	2	1	V7		Ab	#V		V7	V		7					Mm7	0	0	5, 9, 6, 3		5.0	5.0	0	8	0.0	0.0	2.0	0.0
84	80	0	0	3/4	2	1	I}	1.0	Ab	#V		I	I						}	M	0	0	4, 8, 5		4.0	4.0	0	6	0.0	0.0	1.1875	0.0
85	80	0	0	3/4	2	1	I}	2.0	Ab	#V		I	I						}	M	0	0	4, 8, 5		4.0	4.0	0	7	0.0	0.0	1.6875	0.0
86	81	0	0	3/4	2	1	I.viio7(4){		Ab	I		viio7(4)	vii	o	7	4			{	o7	0	0	1, 0, -5, -8		1.0	1.0	0	4	0.0	0.0	0.9375	0.0
86	81	3/16	3/16	3/4	2	1	viio7		Ab	I		viio7	vii	o	7					o7	0	0	1, -2, -5, -8		1.0	1.0	0	1	0.0	0.0	0.0625	0.0
86	81	1/4	1/4	3/4	2	1	I		Ab	I		I	I							M	0	0	-4, 0, -3		-4.0	-4.0	1	4	0.2	0.125	1.375	0.08333333333333333
86	81	1/2	1/2	3/4	2	1	I64		Ab	I		I64	I		64					M	0	0	-3, -4, 0		-4.0	-3.0	0	2	0.0	0.0	0.5	0.0
