mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
6	6	0	0	3/4	2	1	V(64)		Bb	I		V(64)	V			64				M	0	0	-1, -2, 2		-1	-1	0	4	0.0	0.0	1.0	0.0
6	6	1/4	1/4	3/4	2	1	V(9#74)		Bb	I		V(9#74)	V			9#74				M	0	0	-1, -2, 0	1, 4	-1	-1	0	9	0.0	0.0	2.0	0.0
7	7	0	0	3/4	2	1	V		Bb	I		V	V							M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	0.9375	0.0
7	7	1/4	1/4	3/4	2	1	V7		Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	0	8	0.0	0.0	2.0	0.0
8	8	0	0	3/4	2	1	V(64)		Bb	I		V(64)	V			64				M	0	0	-1, -2, 2		-1	-1	0	2	0.0	0.0	0.5	0.0
8	8	1/4	1/4	3/4	2	1	V7|HC}		Bb	I		V7	V		7			HC	}	Mm7	0	0	-1, 3, 0, -3		-1	-1	0	9	0.0	0.0	2.0	0.0
9	9	0	0	3/4	2	1	I{		Bb	I		I	I						{	M	0	0	-2, 2, -1		-2	-2	2	6	0.25	0.16666666666666666	1.3333333333333333	0.1111111111111111
9	9	1/2	1/2	3/4	2	1	#viio43/ii		Bb	I		#viio43/ii	#vii	o	43		ii			o7	0	0	-1, -4, 5, 2		5	-1	0	4	0.0	0.0	1.0	0.0
10	10	0	0	3/4	2	1	ii6		Bb	I		ii6	ii		6					m	0	0	-3, 1, 0		0	-3	1	6	0.14285714285714285	0.125	1.5	0.07692307692307693
10	10	1/2	1/2	3/4	2	1	ii%65		Bb	I		ii%65	ii	%	65					%7	0	0	-3, -6, -2, 0		0	-3	0	4	0.0	0.0	0.875	0.0
11	11	0	0	3/4	2	1	V7		Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	2	11	0.15384615384615385	0.1875	2.25	0.07692307692307693
12	12	0	0	3/4	2	1	I		Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	1	3	0.25	0.08333333333333333	0.4166666666666667	0.16666666666666666
12	12	1/4	1/4	3/4	2	1	V7		Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	7	0.125	0.125	1.875	0.0625
13	13	0	0	3/4	2	1	I		Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	2	6	0.25	0.16666666666666666	1.3333333333333333	0.1111111111111111
13	13	1/2	1/2	3/4	2	1	#viio43/ii		Bb	I		#viio43/ii	#vii	o	43		ii			o7	0	0	-1, -4, 5, 2		5	-1	0	4	0.0	0.0	1.0	0.0
14	14	0	0	3/4	2	1	ii6		Bb	I		ii6	ii		6					m	0	0	-3, 1, 0		0	-3	1	6	0.14285714285714285	0.125	1.5	0.07692307692307693
14	14	1/2	1/2	3/4	2	1	ii%65		Bb	I		ii%65	ii	%	65					%7	0	0	-3, -6, -2, 0		0	-3	0	4	0.0	0.0	0.875	0.0
15	15	0	0	3/4	2	1	V7		Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	2	11	0.15384615384615385	0.1875	2.25	0.07692307692307693
16	16	0	0	3/4	2	1	I|PAC}	1	Bb	I		I	I					PAC	}	M	0	0	-2, 2, -1		-2	-2	1	8	0.1111111111111111	0.25	1.375	0.15384615384615385
17	16	0	0	3/4	2	1	I|PAC}	2	Bb	I		I	I					PAC	}	M	0	0	-2, 2, -1		-2	-2	0	9	0.0	0.0	1.625	0.0
18	17	0	0	3/4	2	1	vi.i		Bb	vi		i	i							m	0	1	1, -2, 2		1	1	2	6	0.25	0.1875	1.5	0.1111111111111111
19	18	0	0	3/4	2	1	ii%65		Bb	vi		ii%65	ii	%	65					%7	0	1	0, -3, 1, 3		3	0	2	8	0.2	0.25	1.75	0.125
20	19	0	0	3/4	2	1	V7		Bb	vi		V7	V		7					Mm7	0	1	2, 6, 3, 0		2	2	0	9	0.0	0.0	1.9375	0.0
21	20	0	0	3/4	2	1	i		Bb	vi		i	i							m	0	1	1, -2, 2		1	1	5	15	0.25	0.375	3.25	0.10344827586206896
23	22	0	0	3/4	2	1	ii%65		Bb	vi		ii%65	ii	%	65					%7	0	1	0, -3, 1, 3		3	0	2	8	0.2	0.25	1.75	0.125
24	23	0	0	3/4	2	1	V7		Bb	vi		V7	V		7					Mm7	0	1	2, 6, 3, 0		2	2	0	9	0.0	0.0	1.9375	0.0
25	24	0	0	3/4	2	1	i|PAC}		Bb	vi		i	i					PAC	}	m	0	1	1, -2, 2		1	1	0	8	0.0	0.0	1.75	0.0
26	25	0	0	3/4	2	1	I.V65(9){		Bb	I		V65(9)	V		65	9			{	Mm7	0	0	3, 0, -3, -1	1	-1	3	0	6	0.0	0.0	1.5	0.0
26	25	1/2	1/2	3/4	2	1	V65		Bb	I		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	1	4	0.2	0.125	0.875	0.125
27	26	0	0	3/4	2	1	I		Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	3	9	0.25	0.375	2.125	0.15
28	27	0	0	3/4	2	1	V43		Bb	I		V43	V		43					Mm7	0	0	0, -3, -1, 3		-1	0	3	10	0.23076923076923078	0.3125	2.125	0.1282051282051282
29	28	0	0	3/4	2	1	I|IAC}		Bb	I		I	I					IAC	}	M	0	0	-2, 2, -1		-2	-2	3	9	0.25	0.375	2.125	0.15
30	29	0	0	3/4	2	1	V65(9){		Bb	I		V65(9)	V		65	9			{	Mm7	0	0	3, 0, -3, -1	1	-1	3	0	7	0.0	0.0	1.5	0.0
30	29	1/2	1/2	3/4	2	1	V65		Bb	I		V65	V		65					Mm7	0	0	3, 0, -3, -1		-1	3	1	4	0.2	0.125	0.875	0.125
31	30	0	0	3/4	2	1	I		Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	3	9	0.25	0.375	2.125	0.15
32	31	0	0	3/4	2	1	V7		Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	3	10	0.23076923076923078	0.3125	2.125	0.1282051282051282
33	32	0	0	3/4	2	1	I|IAC}		Bb	I		I	I					IAC	}	M	0	0	-2, 2, -1		-2	-2	0	11	0.0	0.0	2.4375	0.0
