mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	decrescendo_hairpin
33	31	367/4	379/4	0.25		3/16	3/16	Chord	3/4	2	2	1/16		1/16	1	227												
33	31	92	95	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	228												
33	31	93	96	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	229												
34	32	94	97	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	230									34			15
34	32	189/2	195/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	231									34			15
34	32	95	98	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	232									34			15
34	32	193/2	199/2	0.0		5/8	5/8	Spanner	3/4	1	1	0													34			
34	32	193/2	199/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	233									34			
34	32	94	97	0.0		0	0	Spanner	3/4	2	1	0														15	15	
34	32	95	98	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	234										15	15	
34	32	94	97	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	235		articStaccatoAbove								15	15	
34	32	95	98	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	236										15	15	
34	32	96	99	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	237										15	15	
35	33	97	100	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	238		articStaccatissimoBelow										
35	33	391/4	403/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	239									35			
35	33	98	101	0.0		1/4	1/4	Spanner	3/4	1	1	0													35			16
35	33	98	101	0.0		1/4	1/4	Chord	3/4	1	1	0	acciaccatura	1/8	2/3	240									35			16
35	33	98	101	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	241									35			16
35	33	295/3	304/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	242									35			16
35	33	296/3	305/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	243									35			16
35	33	99	102	0.0		1/2	1/2	Spanner	3/4	1	1	0													35			
35	33	99	102	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	244									35			
35	33	199/2	205/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	245									35			
35	33	97	100	0.0		0	0	Spanner	3/4	2	1	0																
35	33	97	100	0.0		0	0	Spanner	3/4	2	1	0														16	16	
35	33	97	100	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	246		articStaccatoBelow								16	16	
35	33	98	101	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	247										16	16	
36	34	100	103	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	248												
36	34	403/4	415/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	249									36			
36	34	101	104	0.0		1/4	1/4	Dynamic	3/4	1	1	0					fz											
36	34	101	104	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	250												
36	34	102	105	0.0		1/2	1/2	StaffText	3/4	1	1	0							dolce									
36	34	102	105	0.3333333333333333		1/2	1/2	Chord	3/4	1	1	1/12		1/8	2/3	251									37			
36	34	307/3	316/3	0.3333333333333333		7/12	7/12	Chord	3/4	1	1	1/12		1/8	2/3	252									37			
36	34	308/3	317/3	0.3333333333333333		2/3	2/3	Chord	3/4	1	1	1/12		1/8	2/3	253												
36	34	100	103	0.0		0	0	Spanner	3/4	2	1	0																
36	34	100	103	0.0		0	0	Spanner	3/4	2	1	0														17	17	
36	34	100	103	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	254										17	17	
36	34	101	104	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	255										17	17	
37	35	103	106	0.0		0	0	Spanner	3/4	1	1	0																17
37	35	103	106	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	256									38			17
37	35	207/2	213/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	257									38			17
37	35	104	107	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	258									38			17
37	35	209/2	215/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	259									38			17
37	35	105	108	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	260									38			17
37	35	211/2	217/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	261												17
37	35	103	106	0.0		0	0	Spanner	3/4	2	1	0																
37	35	103	106	0.0		0	0	Spanner	3/4	2	1	0														18	18	
37	35	103	106	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	262		articStaccatoBelow								18	18	
37	35	104	107	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	263										18	18	
37	35	105	108	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	264										18	18	
38	36		109	0.0	1	0	0	Spanner	3/4	1	1	0																
38	36		109	0.5	1	0	0	Chord	3/4	1	1	1/8		1/8	1	265												
38	36		439/4	0.25	1	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	266									39			
38	36		110	1.0	1	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	267												
38	36		111	0.0	1	1/2	1/2	StaffText	3/4	1	1	0							l.h.									
38	36		111	1.0	1	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	268									40			
38	36		109	0.0	1	0	0	Spanner	3/4	2	1	0																
38	36		109	0.0	1	0	0	Spanner	3/4	2	1	0														19	19	
38	36		110	1.0	1	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	269										19	19	
38	36		109	2.0	1	0	0	Chord	3/4	2	2	1/2		1/2	1	270									41	19	19	
39	36	106	112	0.0	2	0	0	StaffText	3/4	1	1	0							dolciss.									
39	36	106	112	0.5	2	0	0	Chord	3/4	1	1	1/8		1/8	1	271		articStaccatoAbove							42			
39	36	213/2	225/2	0.5	2	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	272									42			
39	36	107	113	0.5	2	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	273									42			
39	36	215/2	227/2	0.5	2	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	274									42			
39	36	108	114	0.5	2	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	275									42			
39	36	217/2	229/2	0.5	2	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	276									42			
39	36	106	112	0.0	2	0	0	Spanner	3/4	2	1	0																
39	36	106	112	0.0	2	0	0	Spanner	3/4	2	1	0														20	20	
39	36	106	112	1.0	2	0	0	Chord	3/4	2	1	1/4		1/4	1	277										20	20	
39	36	107	113	1.0	2	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	278										20	20	
39	36	108	114	1.0	2	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	279										20	20	
40	37	109	115	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	280									42			
40	37	219/2	231/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	281									42			
40	37	110	116	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	282									42			
40	37	221/2	233/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	283									42			
40	37	111	117	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	284									42			
40	37	223/2	235/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	285									42			
40	37	109	115	0.0		0	0	Spanner	3/4	2	1	0																
40	37	109	115	0.0		0	0	Spanner	3/4	2	1	0														21	21	
40	37	109	115	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	286										21	21	
40	37	110	116	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	287										21	21	
40	37	111	117	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	288										21	21	
41	38	112	118	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	289									42			
41	38	225/2	237/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	290									42			
41	38	113	119	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	291									42			
41	38	227/2	239/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	292									42			
41	38	114	120	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	293									42			
41	38	229/2	241/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	294									42			
41	38	112	118	0.0		0	0	Spanner	3/4	2	1	0																
41	38	112	118	0.0		0	0	Spanner	3/4	2	1	0														22	22	
41	38	112	118	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	295										22	22	
41	38	113	119	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	296										22	22	
41	38	114	120	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	297										22	22	
42	39	115	121	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	298									42			
42	39	231/2	243/2	0.0		1/8	1/8	StaffText	3/4	1	1	0							perdendosi						42			
42	39	231/2	243/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	299									42			
42	39	116	122	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	300									42			
42	39	233/2	245/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	301									42			
42	39	117	123	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	302									42			
42	39	235/2	247/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	303									42			
42	39	115	121	0.0		0	0	Spanner	3/4	2	1	0																
42	39	115	121	0.0		0	0	Spanner	3/4	2	1	0														23	23	
42	39	115	121	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	304										23	23	
42	39	116	122	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	305										23	23	
42	39	117	123	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	306										23	23	
43	40	118	124	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	307									42			
43	40	237/2	249/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	308									42			
43	40	119	125	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	309									42			
43	40	239/2	251/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	310									42			
43	40	120	126	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	311									42			
43	40	241/2	253/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	312									42			
43	40	118	124	0.0		0	0	Spanner	3/4	2	1	0																
43	40	118	124	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	313												
43	40	119	125	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	314												
43	40	120	126	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	315												
44	41	121	127	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	316									42			
44	41	243/2	255/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	317									42			
44	41	122	128	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	318									42			
44	41	245/2	257/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	319									42			
44	41	123	129	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	320									42			
44	41	247/2	259/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	321									42			
44	41	121	127	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	322												
44	41	122	128	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	323												
45	42	124	130	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	324									42			
45	42	249/2	261/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	325									42			
45	42	125	131	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	326									42			
45	42	251/2	263/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	327									42			
45	42	126	132	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	328									42			
45	42	253/2	265/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	329									42			
46	43	127	133	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	330												
