mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
98	98	292	292	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	755													
98	98	293	293	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	756		articAccentBelow											
98	98	291	291	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	757													
98	98	292	292	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	758													
98	98	293	293	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	759													
99	99	294	294	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	760									95				
99	99	589/2	589/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	761									95				
99	99	295	295	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	762													
99	99	296	296	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	763									96				
99	99	593/2	593/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	764									96				
99	99	294	294	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	765													
99	99	295	295	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	766													
99	99	296	296	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	767		articAccentBelow											
99	99	294	294	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	768													
99	99	295	295	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	769													
99	99	296	296	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	770									97				
100	100	297	297	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	771													
100	100	298	298	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	772		articStaccatoBelow											
100	100	299	299	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	773		articAccentBelow							98				
100	100	297	297	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	774													
100	100	298	298	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	775		articStaccatoAbove											
100	100	299	299	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	776													
101	101	300	300	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	777													
101	101	301	301	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	778									99				
101	101	603/2	603/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	779									99				
101	101	302	302	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	780													
101	101	300	300	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	781													
101	101	301	301	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	782													
101	101	302	302	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	783		articAccentBelow											
101	101	300	300	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	784													
101	101	301	301	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	785													
101	101	302	302	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	786													
102	102	303	303	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	787									100				
102	102	607/2	607/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	788									100				
102	102	304	304	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	789									100				
102	102	609/2	609/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	790													
102	102	305	305	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	791													
102	102	303	303	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	792													
102	102	304	304	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	793													
102	102	305	305	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	794		articAccentBelow											
102	102	303	303	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	795													
102	102	304	304	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	796													
102	102	305	305	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	797													
103	103	306	306	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	798									101				
103	103	613/2	613/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	799									101				
103	103	307	307	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	800													
103	103	308	308	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	801									102				
103	103	617/2	617/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	802									102				
103	103	306	306	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	803													
103	103	307	307	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	804													
103	103	308	308	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	805		articAccentBelow											
103	103	306	306	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	806													
103	103	307	307	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	807													
103	103	308	308	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	808									103				
104	104	309	309	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	809													
104	104	310	310	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	810		articStaccatoBelow											
104	104	311	311	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	811		articAccentBelow											
104	104	309	309	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	812													
104	104	310	310	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	813		articStaccatoAbove											
104	104	311	311	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	814		articAccentAbove											
105	105	312	312	0.0	0	0	Dynamic	3/4	1	1	0					pp												
105	105	312	312	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	815									104				
105	105	313	313	0.0	1/4	1/4	StaffText	3/4	1	1	0							sotto voce						104				
105	105	313	313	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	816									104				
105	105	314	314	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	817									104				
105	105	312	312	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	818									105				
105	105	313	313	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	819									105				
105	105	314	314	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	820									105				
106	106	315	315	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	821									104				
106	106	316	316	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	822									104				
106	106	317	317	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	823									104				
106	106	315	315	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	824									105				
106	106	316	316	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	825									105				
106	106	317	317	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	826									105				
107	107	318	318	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	827									104				
107	107	319	319	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	828									104				
107	107	320	320	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	829									104				
107	107	318	318	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	830									105				
107	107	319	319	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	831									105				
107	107	320	320	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	832									105				
108	108	321	321	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	833													
108	108	321	321	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	834													
109	109	324	324	0.0	0	0	Dynamic	3/4	1	1	0					pp												
109	109	324	324	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	835									106				
109	109	325	325	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	836									106				
109	109	326	326	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	837									106				
109	109	324	324	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	838									107				
109	109	325	325	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	839									107				
109	109	326	326	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	840									107				
110	110	327	327	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	841									106				
110	110	328	328	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	842									106				
110	110	329	329	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	843									106				
110	110	327	327	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	844									107				
110	110	328	328	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	845									107				
110	110	329	329	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	846									107				
111	111	330	330	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	847									106				
111	111	331	331	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	848									106				
111	111	332	332	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	849									106				
111	111	330	330	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	850									107				
111	111	331	331	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	851									107				
111	111	332	332	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	852									107				
112	112	333	333	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	853													
112	112	333	333	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	854													
113	113	336	336	0.0	0	0	StaffText	3/4	1	1	0							diminuendo sempre										
113	113	336	336	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	855									108				
113	113	337	337	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	856													
113	113	336	336	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	857									109				
113	113	337	337	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	858													
114	114	339	339	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	859									110				
114	114	340	340	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	860													
114	114	339	339	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	861									111				
114	114	340	340	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	862													
115	115	342	342	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	863									112				
115	115	343	343	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	864									112				
115	115	344	344	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	865									112				
115	115	342	342	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	866									113				
115	115	343	343	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	867									113				
115	115	344	344	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	868									113				
116	116	345	345	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	869									112				
116	116	346	346	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	870													
116	116	345	345	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	871									113				
116	116	346	346	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	872													
117	117	348	348	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	873									114				
117	117	349	349	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	874													
117	117	348	348	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	875									115				
117	117	349	349	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	876													
118	118	351	351	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	877									116				
118	118	352	352	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	878													
118	118	351	351	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	879									117				
118	118	352	352	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	880													
119	119	354	354	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	881									118				
119	119	355	355	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	882									118				
119	119	356	356	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	883									118				
119	119	354	354	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	884									119				
119	119	355	355	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	885									119				
119	119	356	356	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	886									119				
120	120	357	357	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	887													
120	120	358	358	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	888													
120	120	357	357	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	889													
120	120	358	358	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	890													
