mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
29	28	83	83	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	229												25	25
29	28	84	84	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	230												25	25
30	29	85	85	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	231							26						
30	29	256/3	256/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	232							26						
30	29	257/3	257/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	233							26						
30	29	86	86	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	234													
30	29	87	87	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	235							27						
30	29	85	85	0.0	0	0	Spanner	3/4	2	1	0																	
30	29	85	85	0.0	0	0	Spanner	3/4	2	1	0																26	26
30	29	85	85	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	236												26	26
30	29	86	86	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	237							28					26	26
30	29	87	87	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	238												26	26
31	30	88	88	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	239							27						
31	30	265/3	265/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	240							27						
31	30	266/3	266/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	241							27						
31	30	89	89	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	242													
31	30	90	90	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	243							29						
31	30	88	88	0.0	0	0	Spanner	3/4	2	1	0																	
31	30	88	88	0.0	0	0	Spanner	3/4	2	1	0																27	27
31	30	88	88	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	244												27	27
31	30	89	89	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	245												27	27
31	30	90	90	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	246												27	27
32	31	91	91	0.0	0	0	Spanner	3/4	1	1	0											29		4				
32	31	91	91	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	247							29		4				
32	31	274/3	274/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	248							29		4				
32	31	275/3	275/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	249							29		4				
32	31	92	92	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	250							29		4				
32	31	185/2	185/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	251							29		4				
32	31	93	93	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	252							29		4				
32	31	187/2	187/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	253		articAccentAbove					29		4				
32	31	185/2	185/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	254		articAccentAbove							4				
32	31	187/2	187/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	255									4				
32	31	91	91	0.0	0	0	Spanner	3/4	2	1	0																	
32	31	91	91	0.0	0	0	Spanner	3/4	2	1	0																28	28
32	31	91	91	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	256												28	28
32	31	92	92	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	257												28	28
32	31	93	93	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	258												28	28
33	32	94	94	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	259									4				
33	32	191/2	191/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	260							30		4				
33	32	96	96	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	261							30		4				
33	32	193/2	193/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	262							30		4				
33	32	94	94	0.5	0	0	Chord	3/4	1	2	1/8		1/8	1	263									4				
33	32	189/2	189/2	0.5	1/8	1/8	Chord	3/4	1	2	1/8		1/8	1	264		ornamentShortTrill							4				
33	32	95	95	0.5	1/4	1/4	Chord	3/4	1	2	1/8		1/8	1	265									4				
33	32	191/2	191/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	266									4				
33	32	96	96	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	267									4				
33	32	193/2	193/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	268									4				
33	32	94	94	0.0	0	0	Spanner	3/4	2	1	0																	
33	32	94	94	0.0	0	0	Spanner	3/4	2	1	0																29	29
33	32	94	94	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	269												29	29
33	32	95	95	0.0	1/4	1/4	Spanner	3/4	2	1	0																	
33	32	95	95	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	270													
33	32	96	96	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	271													
34	33	97	97	0.0	0	0	Spanner	3/4	1	1	0											30						
34	33	97	97	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	272							30						
34	33	98	98	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	273							30						
34	33	197/2	197/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	274							30						
34	33	99	99	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	275							30						
34	33	199/2	199/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	276							30						
34	33	97	97	0.0	0	0	Dynamic	3/4	1	2	0					f												
34	33	97	97	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	277													
34	33	97	97	0.0	0	0	Spanner	3/4	2	1	0																30	30
34	33	97	97	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	278												30	30
34	33	98	98	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	279												30	30
34	33	99	99	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	280												30	30
35	34	100	100	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	281							30						
35	34	301/3	301/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	282							30						
35	34	302/3	302/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	283							30						
35	34	101	101	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	284													
35	34	102	102	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	285		articAccentBelow					31						
35	34	100	100	0.0	0	0	Spanner	3/4	2	1	0																	
35	34	100	100	0.0	0	0	Spanner	3/4	2	1	0																31	31
35	34	100	100	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	286												31	31
35	34	101	101	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	287												31	31
35	34	102	102	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	288												31	31
36	35	103	103	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	289							31						
36	35	310/3	310/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	290							31						
36	35	311/3	311/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	291							31						
36	35	104	104	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	292													
36	35	105	105	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	293							32						
36	35	103	103	0.0	0	0	Spanner	3/4	2	1	0																	
36	35	103	103	0.0	0	0	Spanner	3/4	2	1	0																32	32
36	35	103	103	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	294												32	32
36	35	104	104	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	295												32	32
36	35	105	105	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	296		articAccentAbove										32	32
37	36	106	106	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	297							32						
37	36	319/3	319/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	298							32						
37	36	320/3	320/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	299							32						
37	36	107	107	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	300													
37	36	108	108	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	301		articAccentBelow					33						
37	36	106	106	0.0	0	0	Spanner	3/4	2	1	0																	
37	36	106	106	0.0	0	0	Spanner	3/4	2	1	0																33	33
37	36	106	106	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	302												33	33
37	36	107	107	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	303												33	33
37	36	108	108	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	304												33	33
38	37	109	109	0.0	0	0	Spanner	3/4	1	1	0											33			0			
38	37	109	109	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	305							33			0			
38	37	221/2	221/2	0.0	3/8	3/8	Spanner	3/4	1	1	0											33						
38	37	221/2	221/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	306							33						
38	37	111	111	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	307							33						
38	37	223/2	223/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	308							33						
38	37	109	109	0.0	0	0	Spanner	3/4	2	1	0																	
38	37	110	110	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	309							34						
38	37	111	111	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	310													
38	37	109	109	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	311													
39	38	112	112	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	312							33						
39	38	337/3	337/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	313							33						
39	38	338/3	338/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	314							33						
39	38	113	113	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	315													
39	38	114	114	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	316							35						
39	38	113	113	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	317													
39	38	114	114	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	318													
39	38	112	112	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	319													
40	39	115	115	0.0	0	0	Dynamic	3/4	1	1	0					p						35						
40	39	115	115	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	320							35						
40	39	233/2	233/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	321							35						
40	39	117	117	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	322							35						
40	39	235/2	235/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	323							35						
40	39	116	116	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	324							36						
40	39	117	117	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	325													
40	39	115	115	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	326													
41	40	118	118	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	327							35						
41	40	355/3	355/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	328							35						
41	40	356/3	356/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	329							35						
41	40	119	119	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	330													
41	40	120	120	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	331							37						
41	40	119	119	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	332													
41	40	120	120	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	333													
41	40	118	118	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	334													
42	41	121	121	0.0	0	0	StaffText	3/4	1	1	0							<i>ritenudo</i>				37						
42	41	121	121	0.0	0	0	Spanner	3/4	1	1	0											37		5				
42	41	121	121	1.5	0	0	Chord	3/4	1	1	3/8		1/4	3/2	335							37		5				
42	41	245/2	245/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	336							37		5				
42	41	123	123	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	337							37		5				
42	41	247/2	247/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	338							37		5				
42	41	122	122	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	339							38						
42	41	123	123	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	340													
42	41	121	121	3.0	0	0	Chord	3/4	2	2	3/4		1/2	3/2	341													
43	42	124	124	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	342							37		5				
43	42	249/2	249/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	343							37		5				
43	42	125	125	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	344							37		5				
43	42	253/2	253/2	0.0	5/8	5/8	Spanner	3/4	1	1	0																	
43	42	253/2	253/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	345													
43	42	124	124	0.0	0	0	Spanner	3/4	2	1	0																34	34
43	42	124	124	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	346												34	34
43	42	125	125	0.0	1/4	1/4	Spanner	3/4	2	1	0																	
43	42	125	125	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	347													
44	43	127	127	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	348							39						
44	43	255/2	255/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	349							39						
44	43	128	128	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	350							39						
44	43	259/2	259/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	351							39						
44	43	129	129	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	352													
44	43	128	128	0.0	1/4	1/4	Spanner	3/4	2	1	0																35	35
44	43	128	128	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	353		articStaccatoBelow										35	35
44	43	129	129	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	354												35	35
45	44	130	130	0.0	0	0	Spanner	3/4	1	1	0											39		6				
45	44	130	130	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	355							39		6				
45	44	261/2	261/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	356							39		6				
45	44	131	131	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	357							39		6				
45	44	263/2	263/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	358							39		6				
45	44	132	132	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	359							39		6				
45	44	265/2	265/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	360									6				
45	44	263/2	263/2	1.0	3/8	3/8	Chord	3/4	1	2	1/4		1/4	1	361									6				
45	44	265/2	265/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	362									6				
45	44	130	130	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	363												35	35
45	44	132	132	0.0	1/2	1/2	Spanner	3/4	2	1	0																	
46	45	133	133	0.0	0	0	StaffText	3/4	1	1	0							<i>a tempo</i>										
46	45	133	133	0.0	0	0	Spanner	3/4	1	1	0																	
46	45	133	133	0.0	0	0	Spanner	3/4	1	1	0															3		
46	45	133	133	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	364							40				3		
46	45	134	134	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	365							40				3		
46	45	269/2	269/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	366							40				3		
46	45	135	135	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	367											3		
46	45	543/4	543/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	368							41				3		
46	45	133	133	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	369							42						
46	45	134	134	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	370							42						
46	45	135	135	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	371							42						
47	46	136	136	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	372							41				3		
47	46	273/2	273/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	373							41				3		
47	46	137	137	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	374											3		
47	46	275/2	275/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																	
47	46	551/4	551/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	375							43						
47	46	138	138	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	376		articAccentBelow					43						
47	46	136	136	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	377							42						
47	46	137	137	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	378							42						
47	46	138	138	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	379													
48	47	139	139	0.0	0	0	Spanner	3/4	1	1	0											43		7				
48	47	139	139	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	380							43		7				
48	47	140	140	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	381							43		7				
48	47	281/2	281/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	382							43		7				
48	47	141	141	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	383									7				
48	47	567/4	567/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	384									7				
48	47	139	139	0.0	0	0	Spanner	3/4	2	1	0																36	36
48	47	140	140	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	385												36	36
48	47	141	141	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	386												36	36
49	48	142	142	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	387									7				
49	48	285/2	285/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	388							44		7				
49	48	143	143	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	389									7				
49	48	287/2	287/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																	
49	48	287/2	287/2	0.16666666666666666	3/8	3/8	Chord	3/4	1	1	1/24		1/16	2/3	390							45						
49	48	431/3	431/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	391							45						
49	48	863/6	863/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	392							45						
49	48	144	144	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	393							45						
49	48	289/2	289/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	394							45						
49	48	142	142	0.0	0	0	Spanner	3/4	2	1	0																	
49	48	142	142	0.0	0	0	Spanner	3/4	2	1	0																37	37
49	48	142	142	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	395												37	37
49	48	143	143	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	396												37	37
49	48	144	144	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	397												37	37
50	49	145	145	0.0	0	0	Spanner	3/4	1	1	0											45				4		
50	49	145	145	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	398							45				4		
50	49	146	146	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	399							45				4		
50	49	293/2	293/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	400							45				4		
50	49	147	147	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	401							45				4		
50	49	591/4	591/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	402							45				4		
50	49	145	145	0.0	0	0	Spanner	3/4	2	1	0																	
50	49	145	145	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	403							46						
50	49	146	146	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	404							46						
50	49	147	147	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	405							46						
51	50	148	148	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	406							45				4		
51	50	297/2	297/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	407							45				4		
51	50	149	149	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	408											4		
51	50	299/2	299/2	0.0	3/8	3/8	Spanner	3/4	1	1	0																	
51	50	599/4	599/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	409							47						
51	50	150	150	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	410		articAccentBelow					47						
51	50	148	148	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	411							46						
51	50	149	149	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	412							46						
51	50	150	150	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	413													
52	51	151	151	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	414							47						
52	51	152	152	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	415							47						
52	51	305/2	305/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	416							47						
52	51	153	153	0.0	1/2	1/2	Spanner	3/4	1	1	0													8				
52	51	153	153	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	417									8				
52	51	615/4	615/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	418							48		8				
52	51	152	152	0.0	1/4	1/4	Spanner	3/4	2	1	0																38	38
52	51	152	152	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	419												38	38
52	51	153	153	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	420												38	38
53	52	154	154	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	421							48		8				
53	52	309/2	309/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	422							48		8				
53	52	155	155	0.0	1/4	1/4	Spanner	3/4	1	1	0											48						
53	52	155	155	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	423							48						
53	52	311/2	311/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	424							48						
53	52	156	156	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	425													
53	52	627/4	627/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	426							49						
53	52	154	154	0.0	0	0	Spanner	3/4	2	1	0																	
53	52	154	154	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	427													
53	52	155	155	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	428													
53	52	156	156	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	429		articAccentAbove											
54	53	157	157	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	430							49						
54	53	158	158	0.0	1/4	1/4	Spanner	3/4	1	1	0											49		9				
54	53	158	158	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	431							49		9				
54	53	475/3	475/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	432							49		9				
54	53	476/3	476/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	433							49		9				
54	53	159	159	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	434									9				
54	53	639/4	639/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	435							50		9				
54	53	158	158	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	436									9				
54	53	157	157	0.0	0	0	Spanner	3/4	2	1	0																39	39
54	53	157	157	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	437		articStaccatoBelow					51					39	39
54	53	158	158	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	438							51					39	39
54	53	159	159	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	439							51					39	39
55	54	160	160	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	440							50		9				
55	54	321/2	321/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	441							50		9				
55	54	161	161	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	442							50		9				
55	54	323/2	323/2	0.0	3/8	3/8	Spanner	3/4	1	1	0											50						
55	54	323/2	323/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	443							50						
55	54	162	162	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	444													
55	54	651/4	651/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	445							52						
55	54	161	161	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	446													
55	54	160	160	0.0	0	0	Spanner	3/4	2	1	0											51						
55	54	160	160	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	447							51						
55	54	161	161	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	448							51						
55	54	162	162	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	449		articAccentAbove											
56	55	163	163	0.0	0	0	Spanner	3/4	1	1	0											52				5		
56	55	163	163	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	450							52				5		
56	55	164	164	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	451							52				5		
56	55	329/2	329/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	452							52				5		
56	55	165	165	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	453											5		
56	55	663/4	663/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	454							53				5		
56	55	163	163	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	455							54						
56	55	164	164	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	456							54						
56	55	165	165	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	457							54						
57	56	166	166	0.0	0	0	Spanner	3/4	1	1	0											53						
57	56	166	166	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	458							53						
57	56	333/2	333/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	459							53						
57	56	167	167	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	460													
57	56	671/4	671/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	461							55						
57	56	168	168	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	462		articAccentBelow					55						
57	56	166	166	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	463							54						
57	56	167	167	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	464							54						
57	56	168	168	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	465													
58	57	169	169	0.0	0	0	Spanner	3/4	1	1	0											55		10				
58	57	169	169	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	466							55		10				
58	57	170	170	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	467							55		10				
58	57	341/2	341/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	468							55		10				
58	57	171	171	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	469									10				
