mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_line	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
138	137	411	411	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1226													
139	138	412	412	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	1227							102						
139	138	1237/3	1237/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1228							102						
139	138	1238/3	1238/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1229							102						
139	138	413	413	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1230							102						
139	138	827/2	827/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1231							102						
139	138	414	414	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1232													
139	138	412	412	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1233													
139	138	413	413	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1234													
139	138	414	414	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1235		articAccentBelow											
139	138	412	412	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1236													
139	138	413	413	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1237													
139	138	414	414	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1238													
140	139	415	415	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1239							103						
140	139	831/2	831/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1240							103						
140	139	416	416	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1241							103						
140	139	833/2	833/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1242							103						
140	139	417	417	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1243							103						
140	139	835/2	835/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1244							103						
140	139	415	415	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1245													
140	139	416	416	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1246													
140	139	417	417	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1247													
140	139	415	415	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1248													
140	139	416	416	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1249													
140	139	417	417	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1250													
141	140	418	418	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	1251							103						
141	140	1255/3	1255/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1252							103						
141	140	1256/3	1256/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1253							103						
141	140	419	419	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1254							103						
141	140	839/2	839/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1255							103						
141	140	420	420	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1256							103						
141	140	841/2	841/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1257							103						
141	140	418	418	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1258													
141	140	419	419	0.0	1/4	1/4	StaffText	3/4	1	2	0							<i>accel.</i>										
141	140	419	419	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1259													
141	140	420	420	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1260													
141	140	418	418	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1261													
141	140	419	419	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1262													
141	140	420	420	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1263													
142	141	421	421	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1264							103						
142	141	843/2	843/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1265							103						
142	141	422	422	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1266							103						
142	141	845/2	845/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1267							103						
142	141	423	423	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1268							103						
142	141	847/2	847/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1269							103						
142	141	421	421	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1270													
142	141	422	422	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1271													
142	141	423	423	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1272													
142	141	421	421	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1273													
142	141	422	422	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1274													
142	141	423	423	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1275													
143	142	424	424	0.3333333333333333	0	0	Chord	3/4	1	1	1/12		1/8	2/3	1276							103						
143	142	1273/3	1273/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12		1/8	2/3	1277							103						
143	142	1274/3	1274/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12		1/8	2/3	1278							103						
143	142	425	425	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1279							103						
143	142	851/2	851/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1280							103						
143	142	426	426	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1281							103						
143	142	853/2	853/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1282							103						
143	142	424	424	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1283													
143	142	425	425	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1284													
143	142	426	426	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1285													
143	142	424	424	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1286													
143	142	425	425	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1287													
143	142	426	426	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1288													
144	143	427	427	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1289							103						
144	143	855/2	855/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1290							103						
144	143	428	428	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1291							103						
144	143	857/2	857/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1292							103						
144	143	429	429	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1293							103						
144	143	859/2	859/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1294							103						
144	143	427	427	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1295													
144	143	428	428	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1296													
144	143	429	429	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1297													
144	143	427	427	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1298													
144	143	428	428	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1299													
144	143	429	429	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1300													
145	144	430	430	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1301							103						
145	144	861/2	861/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1302							103						
145	144	431	431	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1303							103						
145	144	863/2	863/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1304							103						
145	144	432	432	0.0	1/2	1/2	Spanner	3/4	1	1	0											103			5			
145	144	432	432	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1305							103			5			
145	144	865/2	865/2	0.0	5/8	5/8	Spanner	3/4	1	1	0											103						
145	144	865/2	865/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1306							103						
145	144	430	430	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1307													
145	144	431	431	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1308													
145	144	432	432	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1309													
145	144	430	430	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1310													
145	144	431	431	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1311													
145	144	432	432	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1312													
146	145	433	433	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1313							103						
146	145	867/2	867/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1314							103						
146	145	434	434	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1315							103						
146	145	869/2	869/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1316							103						
146	145	435	435	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1317							103						
146	145	871/2	871/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1318							103						
146	145	433	433	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1319													
146	145	434	434	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1320													
146	145	435	435	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1321													
146	145	433	433	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1322													
146	145	434	434	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1323													
146	145	435	435	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1324													
147	146	436	436	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1325							103						
147	146	873/2	873/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1326							103						
147	146	437	437	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1327							103						
147	146	875/2	875/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1328							103						
147	146	438	438	0.0	1/2	1/2	Dynamic	3/4	1	1	0					fz												
147	146	438	438	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1329													
147	146	436	436	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1330													
147	146	437	437	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1331													
147	146	436	436	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1332													
147	146	437	437	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1333													
147	146	438	438	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1334													
148	147	1759/4	1759/4	0.0	3/16	3/16	Dynamic	3/4	1	1	0					mf												
148	147	1759/4	1759/4	0.0	3/16	3/16	StaffText	3/4	1	1	0							"<i>a tempo
sostenuto
</i>"										
148	147	1759/4	1759/4	0.0	3/16	3/16	Spanner	3/4	1	1	0													20				
148	147	1759/4	1759/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1335							104		20				
148	147	440	440	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1336							104		20				
148	147	883/2	883/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1337							104		20				
148	147	441	441	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1338							105		20				
148	147	439	439	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1339													
148	147	441	441	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1340							106						
149	148	442	442	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1341							104		20				
149	148	1771/4	1771/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1342							104		20				
149	148	443	443	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1343							104		20				
149	148	889/2	889/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1344							104		20				
149	148	442	442	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1345									20				
149	148	444	444	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1346							107		20				
149	148	442	442	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1347													
149	148	444	444	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1348							108						
150	149	445	445	0.0	0	0	Spanner	3/4	1	1	0											104						
150	149	445	445	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1349		ornamentTremblement					104						
150	149	891/2	891/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1350							104						
150	149	446	446	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1351							104						
150	149	895/2	895/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1352							104						
150	149	445	445	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1353													
150	149	447	447	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1354													
150	149	445	445	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1355													
150	149	447	447	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1356													
150	149	447	447	1.0	1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	1357							109						
151	150	448	448	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1358													
151	150	449	449	0.0	1/4	1/4	Spanner	3/4	1	1	0															17		
151	150	449	449	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	1359							110				17		
151	150	448	448	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1360											17		
151	150	450	450	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1361											17		
151	150	448	448	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1362													
151	150	450	450	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1363							111						
151	150	448	448	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	1364													
152	151	451	451	0.0	0	0	Spanner	3/4	1	1	0											110		21		17		
152	151	451	451	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1365							110		21		17		
152	151	1807/4	1807/4	0.0	3/16	3/16	Spanner	3/4	1	1	0											110		21				
152	151	1807/4	1807/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1366							110		21				
152	151	452	452	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1367							110		21				
152	151	907/2	907/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1368							110		21				
152	151	451	451	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1369									21				
152	151	453	453	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1370									21				
152	151	451	451	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1371													
152	151	453	453	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1372							112						
153	152	454	454	0.0	0	0	Spanner	3/4	1	1	0											110						
153	152	454	454	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1373							110						
153	152	1819/4	1819/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1374							110						
153	152	455	455	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1375							110						
153	152	913/2	913/2	0.0	5/8	5/8	Spanner	3/4	1	1	0											110		22				
153	152	913/2	913/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1376							110		22				
153	152	454	454	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1377									22				
153	152	455	455	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1378									22				
153	152	456	456	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1379									22				
153	152	454	454	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1380							112						
153	152	455	455	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1381							112						
153	152	456	456	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1382							112						
154	153	457	457	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1383		ornamentTremblement					110		22				
154	153	915/2	915/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1384							110		22				
154	153	458	458	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1385							110		22				
154	153	459	459	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1386							110		22				
154	153	457	457	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1387									22				
154	153	458	458	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1388									22				
154	153	459	459	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1389									22				
154	153	457	457	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1390							112						
154	153	458	458	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1391							112						
154	153	459	459	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1392							112						
155	154	460	460	0.0	0	0	Spanner	3/4	1	1	0											110						
155	154	460	460	0.0	0	0	Spanner	3/4	1	1	0											110				18		
155	154	460	460	0.75	0	0	Chord	3/4	1	1	3/16		1/8	3/2	1393							110				18		
155	154	1843/4	1843/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1394							110				18		
155	154	461	461	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1395											18		
155	154	462	462	0.0	1/2	1/2	Spanner	3/4	1	1	0																	
155	154	460	460	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1396													
155	154	461	461	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1397													
155	154	460	460	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1398							112						
155	154	461	461	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1399													
