mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	system_text	slur	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	Ottava:8va
4	4	9	9	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	21				3							
4	4	19/2	19/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	22											
4	4	10	10	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	23		articAccentBelow									
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	24											
4	4	10	10	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	25											
4	4	9	9	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	26											
4	4	10	10	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	27											
5	5	12	12	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	28											
5	5	13	13	0.0	1/4	1/4	Spanner	3/4	1	1	0														0	
5	5	13	13	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	29				4						0	
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	30				4						0	
5	5	14	14	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	31				4						0	
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	32				4						0	
5	5	12	12	0.0	0	0	Dynamic	3/4	2	1	0					fz										
5	5	12	12	0.0	0	0	Spanner	3/4	2	1	0									0	0					
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	33					0	0					
5	5	13	13	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	34				5	0	0					
5	5	27/2	27/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	35				5	0	0					
5	5	14	14	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	36				5	0	0					
5	5	29/2	29/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	37				5	0	0					
5	5	12	12	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	38					0	0					
6	6	15	15	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	39				4						0	
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	40				4						0	
6	6	16	16	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	41				4						0	
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	42				4						0	
6	6	17	17	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	43				4						0	
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	44				4						0	
6	6	15	15	0.0	0	0	Spanner	3/4	2	1	0								5							
6	6	15	15	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	45				5							
6	6	31/2	31/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	46				5							
6	6	16	16	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	47				5							
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	48				5							
6	6	17	17	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	49				5							
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	50				5							
7	7	18	18	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	51		articStaccatoBelow								0	
7	7	37/2	37/2	0.0	1/8	1/8	Spanner	3/4	1	1	0															
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	52				6							
7	7	19	19	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	53				6							
7	7	58/3	58/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	54				6							
7	7	59/3	59/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	55				6							
7	7	20	20	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	56				6							
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	57				6							
7	7	18	18	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	58											
7	7	19	19	0.0	1/4	1/4	Spanner	3/4	2	1	0									1	1					
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	59					1	1					
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	60					1	1					
8	8	21	21	0.0	0	0	Spanner	3/4	1	1	0								6					0		
8	8	21	21	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	61				6					0		
8	8	43/2	43/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	62				6					0		
8	8	22	22	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	63				6					0		
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	64				6					0		
8	8	23	23	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	65				6					0		
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	66				6					0		
8	8	21	21	0.0	0	0	Spanner	3/4	2	1	0															
8	8	21	21	0.0	0	0	Spanner	3/4	2	1	0									2	2					
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	67					2	2					
8	8	22	22	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	68					2	2					
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	69					2	2					
9	9	24	24	0.0	0	0	Dynamic	3/4	1	1	0					p			6							
9	9	24	24	0.0	0	0	Spanner	3/4	1	1	0								6							
9	9	24	24	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	70				6							
9	9	49/2	49/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	71											
9	9	25	25	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	72		articAccentBelow									
9	9	24	24	0.0	0	0	Spanner	3/4	2	1	0															
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	73											
9	9	25	25	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	74											
9	9	24	24	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	75											
9	9	25	25	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	76											
10	10	27	27	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	77				7							
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	78											
10	10	28	28	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	79		articAccentBelow									
10	10	27	27	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	80											
10	10	28	28	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	81											
10	10	27	27	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	82											
10	10	28	28	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	83											
11	11	30	30	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	84				8							
11	11	61/2	61/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	85											
11	11	31	31	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	86		articAccentBelow									
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	87											
11	11	31	31	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	88											
11	11	30	30	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	89											
11	11	31	31	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	90											
12	12	33	33	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	91				9							
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	92											
12	12	34	34	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	93		articAccentBelow									
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	94											
12	12	34	34	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	95											
12	12	33	33	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	96											
12	12	34	34	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	97											
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	98											
13	13	37	37	0.0	1/4	1/4	Spanner	3/4	1	1	0														1	
13	13	37	37	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	99				10						1	
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	100				10						1	
13	13	38	38	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	101				10						1	
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	102				10						1	
13	13	36	36	0.0	0	0	Spanner	3/4	2	1	0									3	3					
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	103					3	3					
13	13	37	37	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	104				11	3	3					
13	13	75/2	75/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	105				11	3	3					
13	13	38	38	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	106				11	3	3					
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	107				11	3	3					
13	13	36	36	0.0	0	0	Dynamic	3/4	2	2	0					fz				3	3					
13	13	36	36	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	108					3	3					
14	14	39	39	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	109				10						1	
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	110				10						1	
14	14	40	40	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	111				10						1	
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	112				10						1	
14	14	41	41	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	113				10						1	
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	114				10						1	
14	14	39	39	0.0	0	0	Spanner	3/4	2	1	0								11							
14	14	39	39	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	115				11							
14	14	79/2	79/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	116				11							
14	14	40	40	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	117				11							
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	118				11							
14	14	41	41	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	119				11							
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	120				11							
15	15	42	42	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	121		articStaccatoAbove								1	
15	15	85/2	85/2	0.0	1/8	1/8	Spanner	3/4	1	1	0															
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	122				12							
15	15	43	43	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	123				12							
15	15	130/3	130/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	124				12							
15	15	131/3	131/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	125				12							
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	126				12							
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	127				12							
15	15	42	42	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	128											
15	15	43	43	0.0	1/4	1/4	Spanner	3/4	2	1	0									4	4					
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	129					4	4					
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	130					4	4					
16	16	45	45	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	131				12							
16	16	91/2	91/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	132				12							
16	16	46	46	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	133				12							
16	16	93/2	93/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	134				12							
16	16	47	47	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	135				12							
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	136				12							
16	16	45	45	0.0	0	0	Spanner	3/4	2	1	0															
16	16	45	45	0.0	0	0	Spanner	3/4	2	1	0									5	5					
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	137					5	5					
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	138					5	5					
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	139					5	5					
17	17	48	48	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	140											
17	17	49	49	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	141				13							
17	17	148/3	148/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	142				13							
17	17	149/3	149/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	143				13							
17	17	50	50	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	144				13							
17	17	101/2	101/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	145				13							
17	17	48	48	0.0	0	0	Spanner	3/4	2	1	0															
17	17	48	48	0.0	0	0	Spanner	3/4	2	1	0									6	6					
17	17	48	48	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	146					6	6					
17	17	49	49	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	147					6	6					
17	17	50	50	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	148					6	6					
18	18	51	51	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	149				13							
18	18	103/2	103/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	150				13							
18	18	52	52	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	151				13							
18	18	105/2	105/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	152				13							
18	18	53	53	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	153				13							
18	18	107/2	107/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	154				13							
18	18	51	51	0.0	0	0	Spanner	3/4	2	1	0															
18	18	51	51	0.0	0	0	Spanner	3/4	2	1	0									7	7					
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	155					7	7					
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	156					7	7					
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	157					7	7					
19	19	54	54	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	158											
19	19	55	55	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	159				14							
19	19	166/3	166/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	160				14							
19	19	167/3	167/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	161				14							
19	19	56	56	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	162				14							
19	19	113/2	113/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	163				14							
19	19	54	54	0.0	0	0	Spanner	3/4	2	1	0															
19	19	54	54	0.0	0	0	Spanner	3/4	2	1	0									8	8					
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	164					8	8					
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	165					8	8					
20	20	57	57	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	166				14							
20	20	115/2	115/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	167				14							
20	20	58	58	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	168				14							
20	20	117/2	117/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	169				14							
20	20	59	59	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	170				14							
20	20	119/2	119/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	171				14							
20	20	57	57	0.0	0	0	Spanner	3/4	2	1	0															
20	20	57	57	0.0	0	0	Spanner	3/4	2	1	0									9	9					
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	172					9	9					
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	173					9	9					
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	174					9	9					
21	21	60	60	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	175				14							
21	21	121/2	121/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	176											
21	21	61	61	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	177		articAccentBelow									
21	21	60	60	0.0	0	0	Spanner	3/4	2	1	0															
21	21	60	60	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	178											
21	21	61	61	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	179											
21	21	60	60	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	180											
21	21	61	61	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	181											
22	22	63	63	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	182				15							
22	22	127/2	127/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	183											
22	22	64	64	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	184		articAccentBelow									
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	185											
22	22	64	64	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	186											
22	22	63	63	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	187											
22	22	64	64	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	188											
23	23	66	66	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	189				16							
23	23	133/2	133/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	190											
23	23	67	67	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	191		articAccentBelow									
23	23	66	66	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	192											
23	23	67	67	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	193											
23	23	66	66	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	194											
23	23	67	67	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	195											
24	24	69	69	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	196				17							
24	24	139/2	139/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	197											
24	24	70	70	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	198		articAccentBelow									
24	24	69	69	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	199											
24	24	70	70	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	200											
24	24	69	69	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	201											
24	24	70	70	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	202											
25	25	72	72	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	203											
25	25	73	73	0.0	1/4	1/4	Spanner	3/4	1	1	0														2	
25	25	73	73	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	204				18						2	
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	205				18						2	
25	25	74	74	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	206				18						2	
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	207				18						2	
25	25	72	72	0.0	0	0	Spanner	3/4	2	1	0									10	10					
25	25	72	72	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	208					10	10					
25	25	73	73	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	209				19	10	10					
25	25	147/2	147/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	210				19	10	10					
25	25	74	74	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	211				19	10	10					
25	25	149/2	149/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	212				19	10	10					
25	25	72	72	0.0	0	0	Dynamic	3/4	2	2	0					fz				10	10					
25	25	72	72	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	213					10	10					
26	26	75	75	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	214				18						2	
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	215				18						2	
26	26	76	76	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	216				18						2	
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	217				18						2	
26	26	77	77	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	218				18						2	
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	219				18						2	
26	26	75	75	0.0	0	0	Spanner	3/4	2	1	0								19							
26	26	75	75	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	220				19							
26	26	151/2	151/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	221				19							
26	26	76	76	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	222				19							
26	26	153/2	153/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	223				19							
26	26	77	77	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	224				19							
26	26	155/2	155/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	225				19							
27	27	78	78	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	226										2	
27	27	157/2	157/2	0.0	1/8	1/8	Spanner	3/4	1	1	0															
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	227				20							
27	27	79	79	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	228				20							
27	27	238/3	238/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	229				20							
27	27	239/3	239/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	230				20							
27	27	80	80	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	231				20							
27	27	161/2	161/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	232				20							
27	27	78	78	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	233											
27	27	79	79	0.0	1/4	1/4	Spanner	3/4	2	1	0									11	11					
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	234					11	11					
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	235					11	11					
28	28	81	81	0.0	0	0	Spanner	3/4	1	1	0								20					1		
28	28	81	81	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	236				20					1		
28	28	163/2	163/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	237				20					1		
28	28	82	82	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	238				20					1		
28	28	165/2	165/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	239				20					1		
28	28	83	83	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	240				20					1		
28	28	167/2	167/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	241				20					1		
28	28	81	81	0.0	0	0	Spanner	3/4	2	1	0															
28	28	81	81	0.0	0	0	Spanner	3/4	2	1	0									12	12					
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	242					12	12					
28	28	82	82	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	243					12	12					
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	244					12	12					
29	29	84	84	0.0	0	0	Dynamic	3/4	1	1	0					p			20							
29	29	84	84	0.0	0	0	Spanner	3/4	1	1	0								20							
29	29	84	84	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	245				20							
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	246											
29	29	85	85	2.0	1/4	1/4	Chord	3/4	1	1	1/2		1/2	1	247		articAccentAbove									
29	29	84	84	0.0	0	0	Spanner	3/4	2	1	0															
29	29	84	84	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	248											
29	29	85	85	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	249											
29	29	84	84	1.0	0	0	Chord	3/4	2	2	1/4		1/4	1	250											
29	29	85	85	2.0	1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	251											
