mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_line	diminuendo_line	decrescendo_hairpin	crescendo_hairpin	pedal	Pedal_<sym>keyboardPedalPed</sym>
13	12	36	36	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	79									8			0			
13	12	73/2	73/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	80												0			
13	12	34	34	0.0		0	0	Spanner	3/4	2	1	0																			
13	12	34	34	0.0		0	0	Spanner	3/4	2	1	0																		5	5
13	12	34	34	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	81		articStaccatoBelow												5	5
13	12	35	35	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	82														5	5
13	12	36	36	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	83														5	5
14	13	37	37	0.0		0	0	Spanner	3/4	1	1	0																			
14	13	37	37	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	84									9						
14	13	77/2	77/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	85									9						
14	13	39	39	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	86									9						
14	13	79/2	79/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	87															
14	13	37	37	0.0		0	0	Dynamic	3/4	1	2	0					p														
14	13	37	37	1.5		0	0	Chord	3/4	1	2	3/8		1/4	3/2	88															
14	13	77/2	77/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	89															
14	13	39	39	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	90															
14	13	79/2	79/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	91															
14	13	37	37	0.0		0	0	Spanner	3/4	2	1	0																			
14	13	37	37	0.0		0	0	Spanner	3/4	2	1	0																		6	6
14	13	37	37	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	92		articStaccatoBelow												6	6
14	13	38	38	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	93														6	6
14	13	39	39	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	94														6	6
15	14	40	40	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	95									10						
15	14	163/4	163/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	96									10						
15	14	41	41	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	97															
15	14	42	42	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	98		articAccentAbove													
15	14	40	40	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	99															
15	14	163/4	163/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	100															
15	14	41	41	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	101															
15	14	42	42	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	102															
15	14	40	40	0.0		0	0	Spanner	3/4	2	1	0																			
15	14	40	40	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	103		articStaccatoBelow													
15	14	41	41	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	104															
15	14	42	42	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	105															
16	15	43	43	0.0		0	0	Spanner	3/4	1	1	0														0					
16	15	43	43	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	106									11	0					
16	15	89/2	89/2	0.0		3/8	3/8	Spanner	3/4	1	1	0													11						
16	15	89/2	89/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	107									11						
16	15	45	45	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	108									11						
16	15	91/2	91/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	109									11						
16	15	43	43	1.5		0	0	Chord	3/4	1	2	3/8		1/4	3/2	110															
16	15	89/2	89/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	111															
16	15	45	45	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	112															
16	15	91/2	91/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	113															
16	15	43	43	0.0		0	0	Spanner	3/4	2	1	0																		7	7
16	15	43	43	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	114														7	7
16	15	44	44	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	115														7	7
16	15	45	45	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	116														7	7
17	16	46	46	0.0		0	0	Spanner	3/4	1	1	0													11			1			
17	16	46	46	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	117									11			1			
17	16	187/4	187/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	118									11			1			
17	16	47	47	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	119												1			
17	16	48	48	0.0		1/2	1/2	Spanner	3/4	1	1	0																			
17	16	48	48	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	120		articAccentAbove													
17	16	46	46	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	121															
17	16	187/4	187/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	122															
17	16	47	47	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	123															
17	16	48	48	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	124															
17	16	46	46	0.0		0	0	Spanner	3/4	2	1	0																			
17	16	46	46	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	125															
17	16	47	47	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	126															
17	16	48	48	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	127															
18	17	49	49	1.5		0	0	Chord	3/4	1	1	3/8		1/4	3/2	128									12						
18	17	101/2	101/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	129									12						
18	17	51	51	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	130									12						
18	17	103/2	103/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	131									12						
18	17	49	49	1.5		0	0	Chord	3/4	1	2	3/8		1/4	3/2	132															
18	17	101/2	101/2	0.5		3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	133															
18	17	51	51	0.5		1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	134															
18	17	103/2	103/2	0.5		5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	135															
18	17	49	49	0.0		0	0	Spanner	3/4	2	1	0																		8	8
18	17	49	49	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	136		articStaccatoBelow												8	8
18	17	50	50	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	137		articStaccatoBelow												8	8
18	17	51	51	0.0		1/2	1/2	Spanner	3/4	2	1	0																			
18	17	51	51	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	138		articStaccatoBelow													
19	18	52	52	0.0		0	0	Spanner	3/4	1	1	0													12			2			
19	18	52	52	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	139									12			2			
19	18	211/4	211/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	140									12			2			
19	18	53	53	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	141												2			
19	18	54	54	0.0		1/2	1/2	Spanner	3/4	1	1	0																			
19	18	52	52	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	142															
19	18	211/4	211/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	143															
19	18	53	53	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	144		articStaccatoBelow													
19	18	54	54	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	145		articAccentBelow							13						
19	18	53	53	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	146		articStaccatoAbove													
19	18	54	54	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	147															
19	18	52	52	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	148															
20	19	55	55	0.0		0	0	Dynamic	3/4	1	1	0					ff														
20	19	55	55	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	149															
20	19	223/4	223/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	150															
20	19	56	56	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	151		articStaccatoAbove													
20	19	57	57	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	152		articAccentBelow													
20	19	55	55	0.0		0	0	Spanner	3/4	2	1	0																		9	9
20	19	55	55	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	153														9	9
20	19	56	56	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	154		articAccentBelow												9	9
20	19	57	57	0.0		1/2	1/2	Dynamic	3/4	2	1	0					p														
20	19	57	57	0.0		1/2	1/2	Spanner	3/4	2	1	0																			
20	19	57	57	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	155															
21	20	58	58	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	156															
21	20	58	58	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	157															
21	20	59	59	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	158															
21	20	60	60	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	159		articAccentAbove													
22	21	61	61	0.0		0	0	StaffText	3/4	1	1	0							dolce												
22	21	61	61	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	160															
22	21	247/4	247/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	161									14						
22	21	62	62	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	162									14						
22	21	125/2	125/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	163									14						
22	21	63	63	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	164		articAccentAbove							15						
22	21	61	61	0.0		0	0	Spanner	3/4	2	1	0																		10	10
22	21	61	61	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	165														10	10
22	21	62	62	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	166														10	10
22	21	63	63	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	167														10	10
23	22	64	64	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	168		articStaccatoAbove													
23	22	259/4	259/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	169									16						
23	22	65	65	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	170									16						
23	22	131/2	131/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	171									16						
23	22	66	66	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	172		articAccentAbove							17						
23	22	64	64	0.0		0	0	Spanner	3/4	2	1	0																			
23	22	64	64	0.0		0	0	Spanner	3/4	2	1	0																		11	11
23	22	64	64	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	173														11	11
23	22	65	65	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	174														11	11
23	22	66	66	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	175														11	11
24	23	67	67	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	176															
24	23	271/4	271/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	177									18						
24	23	68	68	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	178									18						
24	23	137/2	137/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	179									18						
24	23	69	69	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	180		articAccentAbove													
24	23	67	67	0.0		0	0	Spanner	3/4	2	1	0																		12	12
24	23	67	67	0.0		0	0	Spanner	3/4	2	1	0																		12	12
24	23	67	67	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	181														12	12
24	23	68	68	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	182														12	12
24	23	69	69	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	183														12	12
25	24	70	70	0.0		0	0	Chord	3/4	1	1	0	acciaccatura	1/8	1	184															
25	24	70	70	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	185		articAccentAbove													
25	24	71	71	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	186															
25	24	287/4	287/4	0.0		7/16	7/16	StaffText	3/4	1	1	0							scherz.												
25	24	287/4	287/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	187									19						
25	24	72	72	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	188		articAccentAbove													
25	24	291/4	291/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	189									20						
25	24	70	70	0.0		0	0	Spanner	3/4	2	1	0																			
25	24	70	70	0.0		0	0	Spanner	3/4	2	1	0																		13	13
25	24	70	70	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	190														13	13
25	24	71	71	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	191														13	13
25	24	72	72	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	192									21					13	13
26	25	73	73	0.875		0	0	Chord	3/4	1	1	7/32		1/8	7/4	193															
26	25	591/8	591/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	194									22						
26	25	74	74	0.875		1/4	1/4	Chord	3/4	1	1	7/32		1/8	7/4	195															
26	25	599/8	599/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	196									23						
26	25	75	75	0.875		1/2	1/2	Chord	3/4	1	1	7/32		1/8	7/4	197															
26	25	607/8	607/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	198									24						
26	25	73	73	0.0		0	0	Spanner	3/4	2	1	0																			
26	25	73	73	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	199															
26	25	74	74	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	200															
26	25	75	75	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	201									25						
27	26	76	76	0.875		0	0	Chord	3/4	1	1	7/32		1/8	7/4	202															
27	26	615/8	615/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	203									26						
27	26	77	77	0.875		1/4	1/4	Chord	3/4	1	1	7/32		1/8	7/4	204															
27	26	623/8	623/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	205									27						
27	26	78	78	0.875		1/2	1/2	Chord	3/4	1	1	7/32		1/8	7/4	206															
27	26	631/8	631/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	207									28						
27	26	76	76	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	208		articStaccatoBelow													
27	26	77	77	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	209															
27	26	78	78	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	210															
28	27	79	79	0.875		0	0	Chord	3/4	1	1	7/32		1/8	7/4	211															
28	27	639/8	639/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	212									29						
28	27	80	80	0.875		1/4	1/4	Chord	3/4	1	1	7/32		1/8	7/4	213															
28	27	647/8	647/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	214									30						
28	27	81	81	0.875		1/2	1/2	Chord	3/4	1	1	7/32		1/8	7/4	215															
28	27	655/8	655/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	216									31						
28	27	79	79	0.0		0	0	Spanner	3/4	2	1	0																		14	14
28	27	79	79	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	217		articStaccatoBelow												14	14
28	27	80	80	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	218														14	14
28	27	81	81	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	219														14	14
29	28	82	82	0.875		0	0	Chord	3/4	1	1	7/32		1/8	7/4	220									32						
29	28	663/8	663/8	0.125		7/32	7/32	Chord	3/4	1	1	1/32		1/32	1	221									32						
29	28	83	83	0.3333333333333333		1/4	1/4	Chord	3/4	1	1	1/12		1/8	2/3	222									32						
29	28	250/3	250/3	0.3333333333333333		1/3	1/3	Chord	3/4	1	1	1/12		1/8	2/3	223									32						
29	28	251/3	251/3	0.3333333333333333		5/12	5/12	Chord	3/4	1	1	1/12		1/8	2/3	224									32						
29	28	84	84	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	225									32						
29	28	679/8	679/8	0.125		23/32	23/32	Chord	3/4	1	1	1/32		1/32	1	226									32						
29	28	82	82	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	227															
29	28	83	83	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	228															
29	28	84	84	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	229		articAccentBelow													
29	28	82	82	0.0		0	0	Spanner	3/4	2	1	0																			
29	28	83	83	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	230															
29	28	84	84	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	231									33						
29	28	82	82	2.0		0	0	Chord	3/4	2	2	1/2		1/2	1	232															
30	29	85	85	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	233		articStaccatoAbove													
30	29	343/4	343/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	234									34						
30	29	86	86	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	235									34						
30	29	173/2	173/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	236									34						
30	29	87	87	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	237		articAccentAbove							35						
30	29	85	85	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	238															
30	29	86	86	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	239															
30	29	85	85	0.0		0	0	Spanner	3/4	2	1	0																		15	15
30	29	85	85	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	240														15	15
30	29	86	86	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	241														15	15
30	29	87	87	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	242														15	15
31	30	88	88	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	243		articStaccatoAbove													
31	30	355/4	355/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	244									36						
31	30	89	89	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	245									36						
31	30	179/2	179/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	246									36						
