mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation
75	75	222	222	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	606			
75	75	223	223	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	607			
75	75	224	224	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	608			
75	75	222	222	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	609			
76	76	225	225	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	610			
76	76	227	227	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	611			
76	76	225	225	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	612			
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	613			
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	614			
76	76	225	225	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	615			
76	76	226	226	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	616			
76	76	227	227	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	617			
77	77	228	228	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	618			
77	77	915/4	915/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	619			
77	77	229	229	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	620			
77	77	230	230	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	621			
77	77	228	228	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	622			
77	77	228	228	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	623			
78	78	231	231	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	624			
78	78	927/4	927/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	625			
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	626			
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	627			
78	78	231	231	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	628			
78	78	232	232	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	629			
78	78	233	233	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	630			
78	78	231	231	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	631			
78	78	232	232	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	632			
78	78	233	233	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	633			
79	79	234	234	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	634			
79	79	939/4	939/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	635			
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	636			
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	637			
79	79	234	234	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	638			
79	79	235	235	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	639			
79	79	236	236	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	640			
79	79	234	234	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	641			
80	80	237	237	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	642			
80	80	238	238	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	643			
80	80	239	239	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	644			
80	80	237	237	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	645			
80	80	238	238	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	646			
80	80	239	239	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	647			
81	81	240	240	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	648			
81	81	963/4	963/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	649			
81	81	241	241	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	650			
81	81	242	242	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	651			
81	81	240	240	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	652			
81	81	240	240	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	653			
82	82	243	243	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	654			
82	82	975/4	975/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	655			
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	656			
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	657			
82	82	243	243	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	658			
82	82	244	244	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	659			
82	82	245	245	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	660			
82	82	243	243	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	661			
82	82	244	244	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	662			
82	82	245	245	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	663			
83	83	246	246	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	664			
83	83	987/4	987/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	665			
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	666			
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	667			
83	83	246	246	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	668			
83	83	247	247	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	669			
83	83	248	248	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	670			
83	83	246	246	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	671			
84	84	249	249	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	672			
84	84	250	250	0.0	1/4	1/4	Dynamic	3/4	1	1	0					f	
84	84	250	250	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	673			
84	84	249	249	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	674			
84	84	250	250	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	675			
