mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	29			
6	6	15	15	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	30			
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	31			
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	32			
7	7	18	18	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	33			
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	34			
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	35			
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	36			
7	7	18	18	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	37			
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	38			
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	39			
7	7	18	18	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	40			
8	8	21	21	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	41			
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	42			
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	43			
8	8	23	23	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	44			
8	8	95/4	95/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	45			
8	8	21	21	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	46			
8	8	22	22	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	47			
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	48			
8	8	21	21	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	49			
8	8	22	22	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	50			
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	51			
9	9	24	24	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	52			
9	9	99/4	99/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	53			
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	54			
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	55			
9	9	24	24	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	56			
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	57			
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	58			
9	9	24	24	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	59			
10	10	27	27	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	60			
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	61			
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	62			
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	63			
10	10	27	27	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	64			
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	65			
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	66			
10	10	27	27	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	67			
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	68			
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	69			
11	11	30	30	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	70			
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	71			
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	72			
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	73			
11	11	30	30	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	74			
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	75			
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	76			
11	11	30	30	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	77			
12	12	33	33	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	78			
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	79			
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	80	>		
12	12	35	35	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	81			
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	82			
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	83			
12	12	34	34	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	84			
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	85			
12	12	33	33	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	86			
12	12	34	34	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	87			
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	88			
13	13	36	36	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	89			
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	90			
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	91			
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	92			
13	13	36	36	0.0	0	0	Dynamic	3/4	1	2	0					p	
13	13	36	36	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	93			
13	13	36	36	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	94			
14	14	39	39	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	95			
14	14	159/4	159/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	96			
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	97			
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	98			
14	14	39	39	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	99			
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	100			
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	101			
14	14	39	39	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	102			
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	103			
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	104			
15	15	42	42	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	105			
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	106			
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	107			
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	108			
15	15	42	42	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	109			
15	15	43	43	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	110			
15	15	44	44	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	111			
15	15	42	42	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	112			
16	16	45	45	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	113			
16	16	46	46	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	114			
16	16	47	47	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	115			
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	116			
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	117			
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	118			
16	16	45	45	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	119			
16	16	46	46	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	120			
16	16	47	47	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	121			
17	17	48	48	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	122			
17	17	195/4	195/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	123			
17	17	49	49	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	124			
17	17	50	50	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	125			
17	17	48	48	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	126			
17	17	48	48	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	127			
18	18	51	51	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	128			
18	18	207/4	207/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	129			
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	130			
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	131			
18	18	51	51	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	132			
18	18	52	52	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	133			
18	18	53	53	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	134			
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	135			
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	136			
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	137			
19	19	54	54	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	138			
19	19	219/4	219/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	139			
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	140			
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	141			
19	19	54	54	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	142			
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	143			
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	144			
19	19	54	54	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	145			
20	20	57	57	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	146			
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	147			
20	20	57	57	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	148			
20	20	59	59	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	149			
20	20	57	57	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	150			
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	151			
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	152			
20	20	57	57	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	153			
20	20	58	58	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	154			
20	20	59	59	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	155			
21	21	60	60	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	156			
21	21	243/4	243/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	157			
21	21	61	61	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	158			
21	21	62	62	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	159			
21	21	60	60	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	160			
21	21	60	60	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	161			
22	22	63	63	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	162			
22	22	255/4	255/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	163			
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	164			
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	165			
22	22	63	63	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	166			
22	22	64	64	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	167			
22	22	65	65	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	168			
22	22	63	63	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	169			
22	22	64	64	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	170			
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	171			
23	23	66	66	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	172			
23	23	267/4	267/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	173			
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	174			
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	175			
23	23	66	66	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	176			
23	23	67	67	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	177			
23	23	68	68	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	178			
23	23	66	66	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	179			
24	24	69	69	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	180			
24	24	70	70	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	181			
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	182			
24	24	69	69	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	183			
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	184			
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	185			
25	25	72	72	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	186			
25	25	291/4	291/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	187			
25	25	73	73	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	188			
25	25	74	74	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	189			
25	25	72	72	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	190			
25	25	72	72	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	191			
26	26	75	75	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	192			
26	26	303/4	303/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	193			
26	26	76	76	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	194			
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	195			
26	26	75	75	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	196			
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	197			
26	26	75	75	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	198			
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	199			
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	200			
27	27	78	78	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	201			
27	27	315/4	315/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	202			
27	27	79	79	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	203			
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	204			
27	27	78	78	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	205			
27	27	79	79	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	206			
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	207			
27	27	78	78	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	208			
28	28	81	81	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	209			
28	28	81	81	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	210			
28	28	81	81	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	211			
28	28	82	82	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	212			
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	213			
28	28	81	81	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	214			
28	28	82	82	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	215			
29	29	85	85	0.0	1/4	1/4	Dynamic	3/4	1	1	0					p	
29	29	85	85	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	216			articStaccatoBelow
29	29	86	86	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	217			articStaccatoBelow
29	29	84	84	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	218			
29	29	169/2	169/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	219			
29	29	85	85	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	220			
29	29	171/2	171/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	221			
29	29	86	86	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	222			
29	29	173/2	173/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	223			
29	29	84	84	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	224			
30	30	88	88	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	225			articStaccatoBelow
30	30	89	89	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	226			
30	30	87	87	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	227			
30	30	262/3	262/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	228			
30	30	263/3	263/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	229			
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	230			
30	30	89	89	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	231			
31	31	90	90	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	232			
31	31	363/4	363/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	233			
31	31	91	91	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	234			
31	31	92	92	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	235			
31	31	91	91	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	236			
31	31	92	92	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	237			
32	32	93	93	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	238			
32	32	94	94	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	239			
32	32	95	95	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p	
32	32	95	95	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	240			articStaccatoBelow
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	241			
32	32	94	94	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	242			
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	243			
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	244			
33	33	98	98	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	245			articStaccatoBelow
33	33	96	96	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	246			
33	33	193/2	193/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	247			
33	33	97	97	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	248			
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	249			
33	33	98	98	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	250			
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	251			
33	33	96	96	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	252			
34	34	100	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	253			articStaccatoBelow
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	254			articStaccatoBelow
34	34	99	99	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	255			
34	34	298/3	298/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	256			
34	34	299/3	299/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	257			
34	34	100	100	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	258			
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	259			
35	35	104	104	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	260			
35	35	419/4	419/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	261			
35	35	102	102	0.75	0	0	Chord	3/4	1	2	3/16	1/8	3/2	262			
35	35	411/4	411/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	263			
35	35	103	103	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	264			
35	35	104	104	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	265			
35	35	103	103	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	266			
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	267			
36	36	105	105	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	268			
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	269			articStaccatoBelow
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	270			articStaccatoAbove
36	36	105	105	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	271			
36	36	106	106	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	272			articStaccatoBelow
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	273			articStaccatoBelow
37	37	109	109	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	274			
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	275			
37	37	110	110	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	276			
37	37	221/2	221/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	277			
37	37	109	109	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	278			
37	37	110	110	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	279			
37	37	108	108	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	280			
37	37	109	109	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	281			
37	37	110	110	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	282			
38	38	111	111	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	283			
38	38	223/2	223/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	284			
38	38	112	112	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	285			
38	38	227/2	227/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	286			
38	38	112	112	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	287			
38	38	113	113	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	288			
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	289			
38	38	113	113	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	290			
39	39	114	114	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	291			
39	39	115	115	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	292			
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	293			
39	39	116	116	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	294			
39	39	233/2	233/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	295			
39	39	115	115	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	296			
39	39	116	116	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	297			
39	39	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	298			
39	39	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	299			
40	40	117	117	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	300			
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	301			
40	40	118	118	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	302			
