mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation
12	11	127/4	127/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	105			
12	11	32	32	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	106			
12	11	33	33	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	107			
13	12	34	34	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	108			
13	12	69/2	69/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	109			
13	12	35	35	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	110			
13	12	71/2	71/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	111			
13	12	36	36	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	112			
13	12	73/2	73/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	113			
14	13	37	37	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	114			
14	13	75/2	75/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	115			
14	13	38	38	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	116			
14	13	77/2	77/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	117			
14	13	39	39	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	118			
14	13	79/2	79/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	119			
14	13	37	37	0.5	0	0	Chord	3/4	2	2	1/8	1/8	1	120			
14	13	75/2	75/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	121			
14	13	38	38	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	122			
14	13	77/2	77/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	123			
14	13	39	39	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	124			
14	13	79/2	79/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	125			
15	14	163/4	163/4	0.0	3/16	3/16	Dynamic	3/4	1	1	0					f	
15	14	163/4	163/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	126			
15	14	41	41	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	127			
15	14	40	40	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	128			
15	14	163/4	163/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	129			
15	14	41	41	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	130			
15	14	40	40	0.75	0	0	Chord	3/4	2	2	3/16	1/8	3/2	131			
15	14	163/4	163/4	0.25	3/16	3/16	Chord	3/4	2	2	1/16	1/16	1	132			
15	14	41	41	2.0	1/4	1/4	Chord	3/4	2	2	1/2	1/2	1	133			
16	15	43	43	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	134			
16	15	175/4	175/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	135			
16	15	44	44	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	136			
16	15	43	43	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	137			
16	15	175/4	175/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	138			
16	15	44	44	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	139			
16	15	43	43	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	140			
17	16	46	46	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	141			
17	16	187/4	187/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	142			
17	16	47	47	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	143			
17	16	46	46	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	144			
17	16	187/4	187/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	145			
17	16	47	47	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	146			
17	16	46	46	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	147			
18	17	49	49	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	148			
18	17	99/2	99/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	149			
18	17	50	50	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	150			
18	17	51	51	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	151			
18	17	103/2	103/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	152			
18	17	49	49	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	153			
18	17	49	49	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	154			
18	17	99/2	99/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	155			
18	17	50	50	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	156			
18	17	51	51	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	157			
18	17	103/2	103/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	158			
18	17	49	49	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	159			
19	18	52	52	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	160			
19	18	211/4	211/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	161			
19	18	53	53	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	162			
19	18	54	54	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	163			articAccentAbove
19	18	52	52	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	164			
19	18	52	52	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	165			
19	18	211/4	211/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	166			
19	18	53	53	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	167			
19	18	54	54	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	168			articAccentAbove
19	18	52	52	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	169			
20	19	55	55	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	170			
20	19	111/2	111/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	171			
20	19	56	56	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	172			
20	19	57	57	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	173			
20	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	174			
20	19	55	55	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	175			
20	19	55	55	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	176			
20	19	111/2	111/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	177			
20	19	56	56	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	178			
20	19	57	57	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	179			
20	19	115/2	115/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	180			
20	19	55	55	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	181			
21	20	58	58	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	182			
21	20	235/4	235/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	183			
21	20	59	59	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	184			
21	20	60	60	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	185			articAccentAbove
21	20	58	58	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	186			
21	20	58	58	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	187			
21	20	235/4	235/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	188			
21	20	59	59	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	189			
21	20	60	60	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	190			articAccentAbove
21	20	58	58	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	191			
22	21	61	61	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	192			
22	21	61	61	0.75	0	0	Chord	3/4	1	2	3/16	1/8	3/2	193			
22	21	247/4	247/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	194			
22	21	62	62	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	195			
22	21	63	63	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	196			
22	21	61	61	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	197			
22	21	247/4	247/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	198			
22	21	62	62	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	199			
22	21	63	63	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	200			
22	21	61	61	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	201			
23	22	64	64	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	202			
23	22	64	64	0.75	0	0	Chord	3/4	1	2	3/16	1/8	3/2	203			
23	22	259/4	259/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	204			
23	22	65	65	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	205			
23	22	66	66	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	206			
23	22	64	64	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	207			
23	22	259/4	259/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	208			
23	22	65	65	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	209			
23	22	66	66	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	210			
23	22	64	64	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	211			
24	23	67	67	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	212			
24	23	67	67	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	213			
25	24	70	70	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	214			
25	24	283/4	283/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	215			articStaccatoAbove
25	24	71	71	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	216			articStaccatoAbove
25	24	72	72	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	217			
26	25	149/2	149/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	218			
26	25	75	75	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	219			
26	25	151/2	151/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	220			
26	25	73	73	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	221	>		
26	25	74	74	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	222			
26	25	149/2	149/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	223			
26	25	75	75	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	224			
26	25	151/2	151/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	225			
27	26	76	76	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	226			
27	26	307/4	307/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	227			
27	26	77	77	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	228			
27	26	78	78	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	229			
27	26	76	76	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	230			
27	26	77	77	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	231			
27	26	78	78	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	232			
27	26	76	76	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	233			
27	26	307/4	307/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	234			
27	26	77	77	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	235			
27	26	78	78	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	236			
28	27	79	79	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	237			
28	27	319/4	319/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	238			
28	27	80	80	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	239			
28	27	81	81	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	240			
28	27	79	79	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	241			
28	27	80	80	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	242			
28	27	81	81	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	243			
28	27	79	79	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	244			
28	27	319/4	319/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	245			
28	27	80	80	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	246			
28	27	81	81	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	247			
29	28	83	83	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	248			
29	28	167/2	167/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	249			
29	28	84	84	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	250			
29	28	169/2	169/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	251			
30	29	173/2	173/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	252			
30	29	87	87	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	253			
30	29	175/2	175/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	254			
30	29	85	85	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	255			
30	29	86	86	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	256			
30	29	173/2	173/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	257			
30	29	87	87	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	258			
30	29	175/2	175/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	259			
31	30	88	88	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	260			
31	30	355/4	355/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	261			
31	30	89	89	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	262			
31	30	90	90	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	263			
31	30	88	88	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	264			
31	30	89	89	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	265			
31	30	90	90	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	266			
31	30	88	88	3.0	0	0	Chord	3/4	1	3	3/4	1/2	3/2	267			
31	30	88	88	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	268			
31	30	355/4	355/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	269			
31	30	89	89	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	270			
31	30	90	90	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	271			
32	31	91	91	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	272			
32	31	367/4	367/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	273			
32	31	92	92	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	274			
32	31	93	93	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	275			
32	31	91	91	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	276			
32	31	92	92	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	277			
32	31	93	93	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	278			
32	31	91	91	3.0	0	0	Chord	3/4	1	3	3/4	1/2	3/2	279			
32	31	91	91	0.75	0	0	Chord	3/4	2	1	3/16	1/8	3/2	280			
32	31	367/4	367/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	281			
32	31	92	92	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	282			
32	31	93	93	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	283			
33	32	94	94	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	284			
33	32	96	96	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	285			
33	32	94	94	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	286			
33	32	94	94	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	287			
33	32	94	94	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	288			
34	33	97	97	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	289			
34	33	197/2	197/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	290			
34	33	99	99	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	291			
34	33	199/2	199/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	292			
34	33	97	97	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	293			
34	33	98	98	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	294			
34	33	197/2	197/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	295			
34	33	99	99	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	296			
34	33	199/2	199/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	297			
35	34	100	100	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	298			
35	34	403/4	403/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	299			
35	34	101	101	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	300			
35	34	102	102	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	301			
